GEN | [Agreements] | Text: The Borrower is not a party to any agreement or instrument or subject to any corporate restriction that has resulted or could reasonably be expected to result in a Material Adverse Effect. Neither the Borrower nor any Subsidiary of the Borrower is in default in any manner under any provision of any indenture or other agreement or instrument evidencing other Indebtedness, or any other material agreement or instrument to which it is a party or by which it or any of its properties or assets are or may be bound, or any judgment, decree or order by which the Borrower is bound, where such defaults could reasonably be expected to result in a Material Adverse Effect, except as disclosed in Schedule A.
GEN | [Jurisdictions] | Text: Subject to the provisions of Sections 14.4.5, 16.10.1, 16.11 and 16.13, each party to this Agreement, by its execution hereof, unless otherwise prohibited by applicable Legal Requirements (a) hereby irrevocably submits to the exclusive jurisdiction of the state courts of the State of New York in the Borough of Manhattan and to the United States District Court for the Eastern District of New York for the purpose of any Action between the parties arising in whole or in part under or in connection with this Agreement or the negotiation or performance hereof, (b) hereby waives and agrees not to assert, by way of motion, as a defense or otherwise, in any such Action, any claim that it is not subject personally to the jurisdiction of the above-named courts, that its property is exempt or immune from attachment or execution, that any such Action brought in one of the above-named courts should be dismissed on grounds of forum non conveniens, should be transferred or removed to any court other than one of the above-named courts, or should be stayed by reason of the pendency of some other proceeding in any court other than one of the above-named courts, or that this Agreement or the subject matter hereof may not be enforced in or by such court and (c) to the extent that an Action can be commenced in a court and not an arbitration, agrees not to commence any such Action in any court other than before one of the above-named courts. Notwithstanding the previous sentence, a party may commence any Action in a court other than the above-named courts (i) for the purpose of enforcing an order or judgment issued by one of the above-named courts and (ii) for the purposes of asserting a cross-claim, counterclaim, third party action or similar forms of action for indemnification under this Agreement in
GEN | [Amendments] | Text: In addition to and not in lieu of the other covenants of Seller set forth in the Agreement, from the date of this Amendment until the Closing, Seller shall cooperate with Purchaser in good faith and use commercially reasonable efforts, at no material cost or expense to Seller, to obtain prior to the Closing: (1) an easement from the City of Sonoma for the use of the irrigation well and well house and irrigation pipes located on the property adjacent to the Property, substantially in the form attached hereto as Exhibit “A”; and (2) all entitlements, permits, and other governmental approvals that Purchaser deems necessary or desirable to allow Purchaser to further develop and operate the Property from and after the Closing in accordance with Purchaser's business plan.
GEN | [Agreements] | Text: Borrower is not a party to any agreement or instrument or subject to any restriction for which a default or violation by Borrower is reasonably likely to result in a Material Adverse Effect. Borrower is not in default in any material respect in the performance, observance or fulfillment of any of the obligations, covenants or conditions contained in any agreement or instrument to which it is a party or by which Borrower or any Individual Property is bound. Borrower has no material financial obligation under any indenture, mortgage, deed of trust, loan agreement or other agreement or instrument to which Borrower is a party or by which Borrower or the Properties are otherwise bound, other than (a) obligations incurred in the ordinary course of the operation of the Properties as permitted pursuant to clause (w) of the definition of “Special Purpose Entity” set forth in Section 1.1 hereof, (b) obligations under or expressly permitted by the Loan Documents or (c) obligations being repaid as of the date hereof, and has no material financial obligation under any other agreement or instrument to which Borrower is a party or by which Borrower or the Properties are otherwise bound.
GEN | [Notices] | Text: The Administrative Agent shall have received a written notice of borrowing from the Borrower in accordance with Section 2.3(a) or Section 3.2, as applicable.
GEN | [Notices] | Text: The Administrative Agent shall have received a Notice of Borrowing or Letter of Credit Application, as applicable, from the Borrower in accordance with Section 2.3(a), Section 3.2 or Section 4.2, as applicable, prior to the Effective Date.
GEN | [Approvals] | Text: Except in connection with the HSR Act or as required under the Credit Facility (which will be terminated at Closing), no consent, approval, order or authorization of, or declaration, filing or registration with, any Governmental Entity or of any other Person is required to be obtained or made by Seller in connection with the execution, delivery, compliance, or performance by Seller of this Agreement or any other Transaction Document to which Seller is a party or the consummation by Seller of the transactions contemplated hereby and thereby, except as otherwise provided in Schedule A.
GEN | [Enforcements] | Text: The parties agree that irreparable damage would occur in the event that the parties hereto do not perform the provisions of this Agreement in accordance with its terms or otherwise breach such provisions. Consequently, prior to any termination of this Agreement pursuant to Section 4, the parties acknowledge and agree that each party shall be entitled to an injunction, specific performance, and other equitable relief to prevent breaches of this Agreement and to enforce specifically the terms and provisions hereof in the Court of Chancery of the State of Delaware in and for New Castle County, Delaware, provided that if jurisdiction is not then available in the Court of Chancery of the State of Delaware in and for New Castle County, Delaware, then in any federal court located in the State of Delaware or any other Delaware state court, this being in addition to any other remedy to which such party is entitled at law or in equity. Each of the parties hereby further waives (a) any defense in any action for specific performance that a remedy at law would be adequate and (b) any requirement under any law to post security as a prerequisite to obtaining equitable relief.
GEN | [Enforcements] | Text: Notwithstanding the provisions of Section 16.11, each party may apply to any court having jurisdiction pursuant to Section 16.12.1 (a) to enforce the arbitration provisions of this Agreement, (b) to seek provisional injunctive relief so as to maintain the status quo (including maintaining the confidentiality of any arbitration proceedings and non-public information) until the final arbitration award is rendered and is finally judicially confirmed if challenged judicially, or the dispute is otherwise resolved, or (c) to seek equitable relief to enforce Section 9.5 or as contemplated by Section 16.13, or to enforce any other provision of this Agreement that is deemed necessary to maintain the confidentiality of non-public information.
GEN | [Notices] | Text: Each Issuing Bank agrees that it shall not permit any issuance, modification or extension of a Letter of Credit to occur unless it shall have given to the Administrative Agent written notice thereof required under paragraph (m) of this Section.
GEN | [Governing Laws] | Text: This Plan and all awards will be construed in accordance with and governed by the laws of the State of Delaware, without regard to its conflict of law provisions.
GEN | [Notices] | Text: The Administrative Agent (and in the case of subpart (ii) below, the applicable LC Issuer) shall have received, as applicable, (i) a Notice of Borrowing meeting the requirements of Section 2.08(b) with respect to any Borrowing (other than a Continuation or Conversion) and (ii) an LC Request meeting the requirements of Section 2.05(a) with respect to each LC Issuance.
GEN | [Governing Laws] | Text: Except to the extent otherwise expressly provided therein, this Agreement and each other Loan Document shall be governed by, and construed and enforced in accordance with, the Laws of the State of New York, without regard to conflict of law principles that would result in the application of any Law other than the Laws of the State of New York (other than any mandatory provisions of the Uniform Commercial Code of the State of New York relating to the Law governing perfection and the effect of perfection of the security interests granted under the Loan Documents), provided, however, that if and only to the extent that any security interest granted to the Administrative Agent for the benefit of the Creditors pursuant to this Agreement or any other Loan Document shall be deemed exempt from the provisions of Article 9 of the Uniform Commercial Code of the State of New York by virtue of Borrower being a governmental entity, then such security interest shall be governed by the corresponding provisions of Article 9 of the Tribe's Uniform Commercial Code, as adopted by the UCC Ordinance, and further governed by the laws of the State of New York, without regard to conflict of law principles that would result in the application of any Law other than the laws of the State of New York. Borrower and each other party hereto each hereby consents to the application of New York civil law to the construction, interpretation and enforcement of this Agreement and the other Loan Documents, and to the application of New York civil law to the procedural aspects of any suit, action or proceeding relating thereto, including but not limited to legal process, execution of judgments and other legal remedies, except for any procedural matters governed by or relating to the conduct of arbitration under Section 5.05. This Agreement and the other Loan Documents to which Borrower is a party are each “Contracts of the Tribal Gaming Authority” within the meaning of Section 1 of Article XIII (entitled “Tribal Gaming Authority Amendment”)
GEN | [Enforceability] | Text: The parties agree that nothing in this Agreement shall in any way abrogate the right of the Corporation and the Staff Member to enforce by injunction or otherwise the due and proper performance and observance of the several covenants herein contained to be performed by the Staff Member or the Corporation or to recover damages for breach thereof.
GEN | [Terms] | Text: The words "Sublandlord" and "Subtenant" as used herein shall include the plural as well as the singular. The necessary grammatical changes required to make the provisions hereof apply to corporations, partnerships, or individuals, regardless of gender, as the case may require, shall in all cases be assumed as though fully expressed. The captions of Articles and Sections are for convenience only and shall not be deemed to limit, construe, affect, or alter the meaning of such Articles and Sections.
GEN | [Assignments] | Text: By executing and delivering an Assignment and Acceptance, the assigning Lender thereunder and the assignee thereunder confirm to and agree with each other and the other parties hereto as follows: (i) other than as provided in such Assignment and Acceptance, such assigning Lender makes no representation or warranty and assumes no responsibility with respect to any statements, warranties or representations made in or in connection with this Agreement or the execution, legality, validity, enforceability, genuineness, sufficiency or value of this Agreement or any other instrument or document furnished pursuant hereto; (ii) such assigning Lender makes no representation or warranty and assumes no responsibility with respect to the financial condition of any Borrower or Mondelēz or the performance or observance by any Borrower or Mondelēz of any of its obligations under this Agreement or any other instrument or document furnished pursuant hereto; (iii) such assignee confirms that it has received a copy of this Agreement, together with copies of the financial statements referred to in Section 4.01 and such other documents and information as it has deemed appropriate to make its own credit analysis and decision to enter into such Assignment and Acceptance; (iv) such assignee will, independently and without reliance upon the Administrative Agent, such assigning Lender or any other Lender and based on such documents and information as it shall deem appropriate at the time, continue to make its own credit decisions in taking or not taking action under this Agreement; (v) such assignee confirms that it is an Eligible Assignee; (vi) such assignee represents that (A) the source of any funds it is using to acquire the assigning Lender's interest or to make any Advance is not and will not be plan assets as defined under the regulations of the Department of Labor of any Plan subject to Title I of ERISA or Section 4975 of the Internal Revenue
GEN | [Notices] | Text: The Administrative Agent shall have received a Notice of Borrowing or Letter of Credit Application, as applicable, from the Borrower in accordance with Section 2.03(a) or Section 3.02, as applicable, prior to the occurrence of any Event of Default.
GEN | [Approvals] | Text: Any financing from a Person other than Members or their Affiliates or a Member Guaranteed Financing shall be on commercially reasonable terms and subject to the Board of Managers' approval, such approval not to be unreasonably withheld, conditioned, or delayed.
GEN | [Submission To Jurisdiction] | Text: (a) The ABL Representative, for itself and on behalf of each ABL Secured Party, the Term Loan Representative, for itself and on behalf of each Term Loan Secured Party, and each Grantor hereby irrevocably and unconditionally submits, for itself and its property, to the exclusive jurisdiction of the Supreme Court of the State of New York sitting in New York County and of the United States District Court for the Southern District of New York, and any appellate court from any thereof, in any action or proceeding arising out of or relating to this Agreement, or for recognition or enforcement of any judgment, and each such party hereby irrevocably and unconditionally agrees that all claims in respect of any such action or proceeding may be heard and determined in such New York State or, to the extent permitted by law, in such Federal court. Each such party agrees that a final judgment in any such action or proceeding shall be conclusive and may be enforced in other jurisdictions by suit on the judgment or in any other manner provided by law.
GEN | [Expenses] | Text: The party with the right to take action pursuant to Section 10.3.2 will have the sole right to select counsel for any Action brought by it and will pay all expenses of such Action, including attorneys' fees and court costs. If required under applicable Legal Requirements in order for such party to initiate and/or maintain such Action, or if such party is unable to initiate or prosecute such Action solely in its own name or it is otherwise advisable to obtain an effective legal remedy, in each case, at such party's request, the other party will join as a party to the Action and will execute and cause its Affiliates to execute all documents necessary for a party to initiate an Action to prosecute and maintain such Action. In addition, at a party's request, the other party will provide reasonable assistance in connection with such Action and the reasonable out-of-pocket expenses of the party providing assistance shall be reimbursed by the party requesting such assistance, provided that the party requesting assistance shall not be responsible for any expenses incurred by the party providing assistance in excess of the reasonable out-of-pocket expenses.
GEN | [Enforceability] | Text: This Letter Agreement may only be enforced by CF Corp at the direction of GSO, and nothing set forth in this Letter Agreement shall be construed to confer upon or give to the Company or any other Person (including CF Corp's and the Company's direct and indirect creditors), other than the parties hereto and their respective successors and permitted assigns, any rights to enforce the Commitment or to cause CF Corp to enforce the Commitment. Notwithstanding anything to the contrary in this Letter Agreement, if the Company is entitled to specific performance in accordance with Section 9.09 of the Merger Agreement to cause the Closing to occur, the Company may enforce CF Corp's right to cause the Commitment to be funded (solely to the extent that CF Corp can enforce the Commitment in accordance with the terms hereof) without the direction of GSO, and in such event and solely to such extent the Company will be a third-party beneficiary of CF Corp's rights under this Letter Agreement. The exercise by CF Corp or the Company of any right to enforce this Letter Agreement does not give rise to any other remedies, monetary or otherwise. Whether or not the Company is entitled to enforce the Commitment in accordance with this Section 2, in the event the Commitment is not funded in accordance with the terms of this Letter Agreement, neither CF Corp, the Company, nor any other Person shall have, and no Person is intended to have, any right of recovery against GSO in respect of any liabilities or obligations arising under, or in connection with, this Letter Agreement or the Merger Agreement (including in the event CF Corp breaches its obligations under the Merger Agreement and whether or not CF Corp's breach is caused by GSO's breach of its obligations under this Letter Agreement), except to the extent expressly set forth in this Section 2.
GEN | [Severability] | Text: If any of the terms or provisions of this Plan, or awards made under this Plan, conflict with the requirements of Section 162(m) or Section 422 of the Code with respect to awards subject to or governed by Section 162(m) or Section 422 of the Code, then such terms or provisions shall be deemed inoperative to the extent they so conflict with the requirements of Section 162(m) or Section 422 of the Code. With respect to an Incentive Stock Option, if this Plan does not contain any provision required to be included herein under Section 422 of the Code (as the same shall be amended from time to time), such provision shall be deemed to be incorporated herein with the same force and effect as if such provision had been set out herein, and the Plan shall be deemed to be amended to include such provision, effective as of the date of the adoption of this Plan.
GEN | [Assignments] | Text: If so requested by the Administrative Agent during the continuance of an Event of Default, each Borrower Party shall execute and deliver to the Administrative Agent, for the benefit of the Lender Group, formal written assignments of all of the Accounts constituting Collateral on a daily basis, which shall include all such Accounts that have been created since the date of the last assignment, together with copies of invoices or invoice registers related thereto, and shall maintain accurate and complete records of the Accounts and all payments and collections thereon.
GEN | [Approvals] | Text: All governmental and third-party authorizations, approvals, consents, or clearances necessary in connection with the issuance or sale pursuant to this Agreement, the Plan, and the Disclosure Statement of the New Common Stock (including the Rights Offering Common Stock, the Backstop Shares, and the Put Option Premium Shares) and the New Second Lien Loans (including the Rights Offering New Second Lien Loans and the Backstop New Second Lien Loans) shall have been obtained and be in full force and effect, and all applicable waiting periods shall have expired without any action being taken or threatened by any competent authority, that would restrain, prevent, or otherwise impose adverse conditions on the issuance or sale of such securities.
GEN | [Expenses] | Text: If the problem is attributable (whether identified remotely or onsite) to a part, material or component that is outside the scope of the Warranty or that is determined to be caused by an Excluded Failure, then Customer will be responsible for the necessary out-of-scope part(s) and services at the price(s) defined in the Quarterly Price List provided by CSG to Customer prior to the start of each quarter. CSG shall notify Customer of the out-of-scope charges as soon as practicable (which in some cases may be after the replacement part or technician services are complete). Customer and CSG acknowledge that the determination of a given repair being out-of-scope may occur at all stages throughout the troubleshooting and repair process.
GEN | [Amendments] | Text: Schedule 1.1(A) - Pricing Grid to the Agreement is hereby amended and restated in its entirety as set forth on the Schedule 1.1(A) - Pricing Grid annexed hereto.
GEN | [Agreements] | Text: Between the date of this Agreement and the Closing, Seller shall maintain all relevant insurance policies and shall not, without Buyer's prior written consent: (a) enter into a lease or tenancy or occupancy agreement with respect to the Property or portion thereof, (b) enter into, amend, renew, terminate, or extend any agreement affecting the Property, except for those agreements to be terminated as set forth in this Agreement; or (s) negotiate the terms of or enter into any lease or other agreement with any person or entity for the delivery of water from the Property.
GEN | [Notices] | Text: Subject to applicable laws, any notice, request or other communication to be given to the Company by a holder of Exchangeable Shares shall be in writing and shall be valid and effective if given by first class mail (postage prepaid) or by facsimile transmission or by delivery to the registered office of the Company and addressed to the attention of the Secretary of the Company.
GEN | [Notices] | Text: The Administrative Agent (and in the case of subpart (iii) below, the applicable Letter of Credit Issuer) shall have received, as applicable, (i) a Notice of Borrowing meeting the requirements of Section 2.05(b) with respect to any Borrowing (other than a Continuation or Conversion), (ii) a Notice of Continuation or Conversion meeting the requirements of Section 2.09(b) with respect to a Continuation or Conversion, or (iii) a Letter of Credit Request meeting the requirements of Section 2.03(b) with respect to each Letter of Credit Issuance.
