GEN | [Amendments] | Text: Any modification or alteration of this Agreement must be in writing and signed by authorized representatives of both Parties.
GEN | [Survival] | Text: THE PROVISIONS IN THIS SECTION 10.04 SHALL CONTINUE IN EFFECT FOLLOWING THE TERMINATION OF THE COMMITMENT AND THE REPAYMENT, SATISFACTION OR DISCHARGE OF ALL THE OTHER OBLIGATIONS.
GEN | [Survival] | Text: Subject to this Section 9.1 and to Section 9.2, and except for the covenants and agreements contained in Sections 5.2, 5.3(a), 5.4, 5.7, 5.8, 5.11, and 5.12 (which shall terminate immediately upon the consummation of the Closing), all representations, warranties, covenants, and agreements contained in this Agreement or the other Transaction Documents shall survive (and not be affected in any respect by) the Closing. Notwithstanding the foregoing, in the event that the Closing is consummated: (a) the representations and warranties contained in or made pursuant to this Agreement or any certificate required to be delivered pursuant to this Agreement; (b) the covenants and agreements contained in Sections 5.1, 5.9, and 5.14; and (c) the indemnity obligations relating to the foregoing set forth in the applicable subsections with respect thereto in Section 9.2 shall terminate on, and no claim or Action with respect thereto may be brought after, the date that is twenty (20) months after the Closing Date, except that: (i) the Fundamental Representations and Sections 3.13 (Real Property) (to the extent they relate solely as to matters of title of property) and 3.14 (Title; Condition of Assets) (to the extent they relate solely as to matters of title of property) shall survive indefinitely; (ii) the representations and warranties contained in Sections 3.9(c), 3.9(d), 3.9(e), 3.9(f), 3.9(h), 3.9(i), 3.9(j), 3.9(k), 3.9(l) (Employee Benefit Plans), 3.9
GEN | [Approvals] | Text: Each of Parent and Merger Sub has all requisite corporate power and authority and has taken all corporate action necessary in order to execute, deliver and perform its obligations under this Agreement and to consummate the Merger, subject to, in the case of the consummation of the Merger and the other transactions contemplated hereby (i) the approval of this Agreement and the transactions contemplated hereby by the holders of a majority of all the votes entitled to be cast thereon by holders of shares of Series A Preferred Stock, and (ii) the approval of the issuance of shares of Series C Common Stock in connection with the Merger as contemplated by this Agreement by the affirmative vote of the holders of outstanding Parent Common Stock and Series A Preferred Stock representing a majority of the votes cast with respect to such approval (collectively, the “Parent Requisite Vote”). This Agreement has been duly executed and delivered by Parent and Merger Sub and constitutes a valid and binding agreement of Parent and Merger Sub, enforceable against Parent and Merger Sub in accordance with its terms, subject to the Bankruptcy and Equity Exception. As of the date of this Agreement, the board of directors of Parent has unanimously by those voting (i) (A) determined that the terms of this Agreement, the Merger and the other transactions contemplated hereby are fair to, and in the best interests of, Parent and its stockholders, (B) approved and declared advisable this Agreement and the transactions contemplated hereby and (C) subject to Section 6.3, resolved to recommend that Parent stockholders vote in favor of the issuance of shares of Series C Common Stock in connection with the Merger (the “Parent Recommendation”) and directed that such matter be submitted for consideration of the stockholders of Parent at the Parent Stockholders Meeting.
GEN | [Terms] | Text: The Committee will have discretion to determine the restrictions or other limitations of the individual Awards under this Section 5.2, including the authority to reduce Awards, to determine payout schedules and the extent of vesting or to pay no Awards, in its sole discretion, if the Committee preserves such authority at the time of grant by language to this effect in its authorizing resolutions or otherwise. The Committee may provide that in the event a Participant terminates employment or service for any reason during a Plan Year, the Participant shall forfeit all rights to any Award for the Plan Year.
GEN | [Assignments] | Text: For the avoidance of doubt, (a) Purchaser hereby acknowledges that it bears the risk of non-payment by the obligors of the Purchased Loans and associated credit-related losses in respect thereof, and indemnification shall not be available for any such non-payment or associated losses under this Agreement, (b) to the extent that any rights of Purchaser hereunder, or under any executed Addendum, the Servicing Agreement or any Multi-Party Agreement are assigned or otherwise transferred to a third party in accordance with the terms of this Agreement or such other agreements, as applicable, any such assignee or beneficiary shall not, unless consented to in writing by Seller, be permitted to claim indemnification hereunder and, in the case any such consent shall have been provided by Seller, shall be bound by the limits on indemnification contained in this Section 5.1 as if such assignee or beneficiary were Purchaser, and such assignee or beneficiary may only claim indemnity in conjunction with, or in place of, Purchaser, and (c) multiple recoveries for any single breach shall not be permitted, provided that the foregoing shall not preclude the assignee or beneficiary from seeking recovery of any amounts owed to it by the obligors of the Purchased Loans.
GEN | [Effectiveness] | Text: Upon satisfaction of the conditions set forth in Sections 2.06(a) and (b), Administrative Agent shall record such substitution or payment in the Register, whereupon (i) in the case of any payment in full of an Affected Lender, such Affected Lender's Commitments shall be terminated and (ii) in the case of any substitution of an Affected Lender, (A) such Affected Lender shall sell and be relieved of, and the Substitute Lender shall purchase and assume, all rights and claims of such Affected Lender under the Loan Documents, except that the Affected Lender shall retain such rights under the Loan Documents that expressly provide that they survive the repayment of the Obligations and the termination of the Commitments, (B) such Affected Lender shall no longer constitute a "Lender" hereunder and such Substitute Lender shall become a "Lender" hereunder and (C) such Affected Lender shall execute and deliver a Deed of Assignment and Assumption to evidence such substitution; provided, however, that the failure of any Affected Lender to execute any such Deed of Assignment and Assumption shall not render such sale and purchase (or the corresponding assignment) invalid.
GEN | [Severability] | Text: Should any provision of this Agreement be finally determined to contravene any applicable law or governmental regulation, thereupon such provision shall be automatically terminated and performance thereof by both Parties waived, or should such provision be reasonably considered by either Party to be an essential element of this Agreement, the Parties hereto shall negotiate a new provision. If the Parties are unable to agree in writing upon the terms of such new provision within [*] ([*]) days of the contravening provision's termination, then the entire Agreement shall be automatically terminated, and the Parties shall not be liable for any damages or losses resulting from such termination.
GEN | [Amendments] | Text: The Administrative Agent shall have received a counterpart of this Amendment from each Lender.
GEN | [Assignments] | Text: In consideration of the payment of $  by the Assignee to the Assignor, the receipt and sufficiency of which payment are hereby acknowledged, effective on , 20  (the “ Effective Date ”), the Assignor hereby assigns to the Assignee [(or to  (the “ Assignee’s Funding Agent ”) for the benefit of the Assignee)] without recourse and (except as provided below) without representation or warranty, and the Assignee hereby purchases and assumes, an undivided  % interest in the Assignor’s Net Investment, together with the Assignor’s related undivided interest in the Transferred Assets (and the rights and obligations under the Receivables Purchase Agreement). The Assignor represents and warrants to the Assignee that (i) it is the Owner of the portion of the Net Investment assigned hereby and (ii) it has not created any Lien upon or with respect to the portion of the Net Investment assigned hereby. The Assignee represents to the Assignor, the Transferor, the Servicer and TMUS that its related Conduit Purchaser, if any, is a Multi-Seller Conduit.
GEN | [Counterparts] | Text: This Agreement shall be deemed executed and delivered by the parties upon the execution of the individual Award Certificate issued to the Employee in connection herewith, which Award Certificate shall be executed by an authorized officer of the Company and may be executed in any number of counterparts, each of which shall be deemed an original, and shall be effective when all counterparts thereof have been received from both parties.
GEN | [Assignments] | Text: In consideration for the transfer and assignment of the Q2P Technology and License Agreement to Phoenix, Phoenix shall provide to Q2P: (1) a full settlement and release signed by The Ohio State University in the favor of Q2P for any and all amounts owed to OSU in connection with Q2P's contract with OSU, and (2) proof of payment to and receipt from Precision CNC of an amount of $35,000. The transfer and assignment of the Q2P Technology shall not be effective until the signed paperwork regarding the consideration set forth above is delivered to Q2P (the "Closing Date"). Further, any payments due to Cyclone to approve the transfer of the License and provide its Consent will be split 50:50 between Q2P and Phoenix up to a maximum of $10,000 paid by Phoenix, provided that Phoenix shall not be obligated to make any payment exceeding the maximum amount of $10,000.
GEN | [Survival] | Text: All covenants, agreements, representations and warranties made by any Borrower herein and in the certificates or other instruments delivered in connection with or pursuant to this Agreement shall be considered to have been relied upon by the other parties hereto and shall survive the execution and delivery of this Agreement and the making of any Loans and issuance of any Letters of Credit, regardless of any investigation made by any such other party or on its behalf and notwithstanding that the Administrative Agent, any Issuing Bank or any Lender may have had notice or knowledge of any Default or incorrect representation or warranty at the time any credit is extended hereunder, and shall continue in full force and effect as long as the principal of or any accrued interest on any Loan or any fee or any other amount payable under this Agreement is outstanding and unpaid or a Letter of Credit is outstanding and so long as the Commitments have not expired or terminated. The provisions of Section 2.14, Section 2.15, Section 2.16, Section 10.03, and Article IX shall survive and remain in full force and effect regardless of the consummation of the transactions contemplated hereby, the repayment of the Loans, the expiration or termination of the Letters of Credit and the Commitments or the termination of this Agreement or any provision hereof, and shall continue to be binding on the parties hereto until the obligations under this Agreement are fully satisfied.
GEN | [Amendments] | Text: You understand and agree that this Release Agreement may not be modified, altered, or amended except upon express written consent of both parties wherein specific reference is made to this Release Agreement.
GEN | [Approvals] | Text: Each Administrative Agent shall have received certified copies of the resolutions of the Board of Directors of the Borrower and each Subsidiary Guarantor approving the Loan Documents to which the Borrower or any such Subsidiary Guarantor, as the case may be, is or may become a party, and of all documents evidencing other necessary corporate action and governmental approvals, if any, with respect to the execution, delivery, and performance by the Borrower or any such Subsidiary Guarantor of the Loan Documents to which it is or may become a party, and of all documents evidencing other necessary corporate action and governmental approvals, if any, with respect to the execution, delivery, and performance by the Borrower or any such Subsidiary Guarantor of the Loan Documents to which it is or may become a party.
GEN | [Notices] | Text: Agent may at any time resign as Administrative Agent upon thirty (30) days' notice to the Lenders, the L/C Issuer and Borrower. Upon receipt of any such notice of resignation, the Required Lenders shall have the right, with Borrower's consent, so long as no Default or Event of Default exists (which consent shall not be unreasonably withheld, conditioned or delayed), to appoint a successor, which shall be a bank with an office in the United States, or an Affiliate of any such bank with an office in the United States. If no such successor shall have been so appointed by the Required Lenders and shall have accepted such appointment prior to the effective date of the resignation of Agent, then the retiring Administrative Agent may (but shall not be obligated to) on behalf of the Lenders and the L/C Issuer, appoint a successor Administrative Agent meeting the qualifications set forth above; provided that if Agent shall notify Borrower and the Lenders that no qualifying Person has accepted such appointment, then such resignation shall nonetheless become effective, and the retiring Administrative Agent shall be responsible for ensuring a smooth transition of the Administrative Agent's duties and responsibilities.
GEN | [Assignments] | Text: As a condition for obtaining Lessor's consent to any assignment, encumbrance or sublease, Lessee must require that the rent payable by such assignee or sublessee is at least at the then current rental rates for the Premises or comparable premises in the Building, and, if Lessor so requests, shall require that the assignee or sublessee remit directly to Lessor on a monthly basis, all rent due to Lessee by said assignee or sublessee (and should Lessor not request that the assignee or sublessee remit directly to Lessor the rent due to Lessee, then the assignee or sublessee shall not make any payment to Lessor on behalf of Lessee). Lessee shall pay upon demand Lessor's reasonable out-of-pocket processing costs and attorneys' fees incurred in determining whether to give such consent. Notwithstanding any permitted assignment or subletting, Lessee shall at all times remain directly, primarily and fully responsible and liable for all payments owed by Lessee under this Lease and for compliance with all obligations under the terms, provisions and covenants of this Lease. If for any proposed assignment or sublease, Lessee receives rent or other consideration (including, but not limited to, sums paid for the sale or rental of Lessee's personal property or sums paid in connection with the supply of electricity or HVAC), either initially or over the term of the assignment or sublease, in excess of the Base Rental required by this Lease, or, in the case of the sublease of a portion of the Premises, in excess of such rent fairly allocable to such portion, after adjustments for payments to brokers and all other related costs for the sublease, Lessee shall pay to Lessor as additional rent twenty-five percent (25%) of the excess of each such payment of rent or other consideration received by Lessee within
GEN | [Agreements] | Text: Transferee (i) acknowledges that the Shares acquired by Transferee shall be governed by and subject to the terms of the Agreement, and (ii) hereby adopts the Agreement with the same force and effect as if Transferee were originally a party thereto.
GEN | [Amendments] | Text: This Amendment cannot be altered, amended, changed or modified in any respect except in accordance with Section 10.5 of the Loan Agreement, as provided in the governing law of the State of [State] and subject to the jurisdiction of the [Court/Court of Appeals].
GEN | [Survival] | Text: Any written stock option agreement, indemnification agreement, and any confidential information/proprietary information/and-or invention assignment agreement between the Company and Executive shall survive this Agreement in accordance with their express written terms. Any such stock option agreement shall be applied in accordance with its express written terms as to the effects of the fact that Executive's service has ceased, notwithstanding the termination of this Agreement.
GEN | [Positions] | Text: Executive shall be the Company's Chief Operating Officer.
GEN | [Counterparts] | Text: This Deed of Trust has been executed in multiple identical counterparts, each of which, for all purposes, shall be considered an original. If any Grantor is a corporation, this instrument is executed, acknowledged, and delivered by Grantor's officers who are duly authorized hereunto.
GEN | [Agreements] | Text: The Agent shall have received duly executed signature pages for this First Amendment signed by the Borrowers, each other Credit Party, the Agent, and the Lenders.
GEN | [Costs] | Text: The entire cost of performing the Work (including design of the Work and preparation of the Working Drawings, costs of construction labor and materials, additional janitorial services, general tenant signage, related taxes and insurance costs, all of which costs are herein collectively called the “Total Construction Costs”) shall be paid by Tenant, subject to Section 6 hereof. Landlord will not charge a construction management or similar fee for the Work, but Tenant shall reimburse Landlord for its out-of-pocket expenses in engaging unrelated consultants to review specialized improvements or installations, not to exceed $2,000 in any one instance or $5,000 in total. Tenant shall not be responsible for any costs related to utilities, loading docks, or elevators during the construction period.
GEN | [Positions] | Text: The Company hereby appoints Executive, and Executive hereby accepts appointment with the Company, as Chief Financial Officer of the Company.
