GEN | [Governing Laws] | Text: All questions concerning the construction, validity, enforcement and interpretation of this Agreement shall be governed by and construed and enforced in accordance with the internal laws of the State of Nevada, without regard to the principles of conflicts of law thereof. Each party agrees that all Proceedings concerning the interpretations, enforcement and defense of the transactions contemplated by this Agreement (whether brought against a party hereto or its respective Affiliates, employees or agents) will be commenced in the New York Courts. Each party hereto hereby irrevocably submits to the exclusive jurisdiction of the New York Courts for the adjudication of any dispute hereunder or in connection herewith or with any transaction contemplated hereby or discussed herein, and hereby irrevocably waives, and agrees not to assert in any Proceeding, any claim that it is not personally subject to the jurisdiction of any New York Court, or that such Proceeding has been commenced in an improper or inconvenient forum. Each party hereto hereby irrevocably waives personal service of process and consents to process being served in any such Proceeding by mailing a copy thereof via registered or certified mail or overnight delivery (with evidence of delivery) to such party at the address in effect for notices to it under this Agreement and agrees that such service shall constitute good and sufficient service of process and notice thereof. Nothing contained herein shall be deemed to limit in any way any right to serve process in any manner permitted by law. Each party hereto hereby irrevocably waives, to the fullest extent permitted by applicable law, any and all right to trial by jury in any Proceeding arising out of or relating to this Agreement or the transactions contemplated hereby. If either party shall commence a Proceeding to enforce any provisions of this Agreement, then the prevailing party in such Proceeding shall be reimbursed by the other party for its attorney’s fees and other costs and expenses incurred with the investigation, preparation and
GEN | [Consent To Jurisdiction] | Text: WAIVER OF JURY TRIAL. Each party hereto irrevocably and unconditionally consents to the jurisdiction of, and agrees, for the benefit of each party, that any legal action, suit or proceeding against it with respect to its obligations, liabilities or any other matter under or arising out of or in connection with this Agreement and with respect to the enforcement, modification, vacation or correction of an award rendered in an arbitration proceeding may be brought in, any federal court of the United States sitting in the State of Delaware in any action or proceeding relating to this Agreement and consents to service of process in connection therewith by the delivery of notice to such Person’s address at the address for notices to such Person pursuant to this Agreement. TO THE FULLEST EXTENT PERMITTED BY LAW, EACH PARTY HERETO WAIVES ANY AND ALL RIGHTS THE PARTY MAY HAVE TO A JURY TRIAL WITH RESPECT TO ANY DISPUTE ARISING UNDER THIS AGREEMENT OR IN CONNECTION THEREWITH. Each party hereto waives any objection which it may now or hereafter have to the laying of venue of any of the aforesaid actions, suits or proceedings brought in any such federal court and hereby further waives and agrees not to plead or claim in any such federal court that any such action, suit or proceeding brought therein has been brought in an inconvenient forum. Furthermore, each Shareholder agrees to vote its voting Subject Shares to cause the Company to at any time make the foregoing consents, agreements and waivers in respect of any legal action, suit or proceeding against the Company by a Shareholder.
GEN | [Governing Laws] | Text: This Plan and all determinations made and actions taken pursuant hereto, to the extent not otherwise governed by mandatory provisions of the Code or the securities laws of the United States, shall be governed by and construed in accordance with the laws of the State of California.
GEN | [Approvals] | Text: To Seller's knowledge, without investigation, Seller has heretofore delivered to Buyer (or will make available to Buyer as part of the documents) true complete copies of all approvals secured by Seller. Seller has not received any currently effective written notice of any uncured material breach or default under any of the approvals.
GEN | [Severability] | Text: If any provision of this Agreement or the other Loan Documents is held to be illegal, invalid or unenforceable, (a) the legality, validity and enforceability of the remaining provisions of this Agreement and the other Loan Documents shall not be affected or impaired thereby and (b) the parties shall endeavour in good faith negotiations to replace the illegal, invalid or unenforceable provisions with valid provisions the economic effect of which come as close as possible to that of the illegal, invalid or unenforceable provisions. The invalidity of a provision in a particular jurisdiction shall not invalidate or render unenforceable such provision in any other jurisdiction. Without limiting the foregoing provisions of this Section 10.12, if and to the extent that the enforceability of any provisions in this Agreement relating to Defaulting Lenders shall be limited by Debtor Relief Laws, as determined in good faith by the Administrative Agent, each L/C Issuer or the Swing Line Lender, as applicable, then such provisions shall be deemed to be in effect only to the extent not so limited.
GEN | [Positions] | Text: During the Employment Term, the Executive shall serve as the Acting Chief Financial Officer of the Company, reporting directly to the President and Chief Executive Officer and, as appropriate, the Board of Directors of the Company (the “Board”). For purposes of this Agreement, it is explicitly acknowledged that the Board may delegate its authority in a particular matter to one or more committees of the Board, including but not limited to the Audit Committee, as provided by the governing documents of the Company. In such position, the Executive shall have such duties, authority, and responsibility as are consistent with the Executive's position.
GEN | [Terms] | Text: This Agreement shall be effective as of the Effective Date and shall remain in effect unless terminated for material breach in accordance with the provisions of Section 15.
GEN | [Severability] | Text: If any provision of this Agreement or the other Loan Documents is held to be illegal, invalid or unenforceable, (a) the legality, validity and enforceability of the remaining provisions of this Agreement and the other Loan Documents shall not be affected or impaired thereby and (b) the parties shall endeavour in good faith negotiations to replace the illegal, invalid or unenforceable provisions with valid provisions the economic effect of which comes as close as possible to that of the illegal, invalid or unenforceable provisions. The invalidity of a provision in a particular jurisdiction shall not invalidate or render unenforceable such provision in any other jurisdiction. Without limiting the foregoing provisions of this Section 10.12, if and to the extent that the enforceability of any provisions in this Agreement relating to Defaulting Lenders shall be limited by Debtor Relief Laws, as determined in good faith by Administrative Agent, L/C Issuers or Swing Line Lender, as applicable, then such provisions shall be deemed to be in effect only to the extent not so limited.
GEN | [Governing Laws] | Text: SECTION 11.17 GOVERNING LAW AND JURISDICTION.
GEN | [Governing Laws] | Text: This Amendment shall be governed by and construed in accordance with the same Governing Law provision as is set forth in your Employment Agreement.
GEN | [Governing Laws] | Text: Here is a legal text variation that preserves exact legal semantics:

All questions concerning the construction, validity, enforcement and interpretation of this Debenture shall be governed by and construed and enforced in accordance with the internal laws of the State of New York, without regard to the principles of conflict of laws thereof. Each party agrees that all legal proceedings concerning the interpretation, enforcement and defense of the transactions contemplated by any of the Transaction Documents (whether brought against a party hereto or its respective Affiliates, directors, officers, shareholders, employees or agents) shall be commenced in the state and federal courts sitting in the City of New York, Borough of Manhattan (the “New York Courts”). Each party hereto hereby irrevocably submits to the exclusive jurisdiction of the New York Courts for the adjudication of any dispute hereunder or in connection herewith or with any transaction contemplated hereby or discussed herein (including with respect to the enforcement of any of the Transaction Documents), and hereby irrevocably waives, and agrees not to assert in any suit, action or proceeding, any claim that it is not personally subject to the jurisdiction of such New York Courts, or such New York Courts are improper or inconvenient venue for such proceeding. Each party hereby irrevocably waives personal service of process and consents to process being served in any such suit, action or proceeding by mailing a copy thereof via registered or certified mail or overnight delivery (with evidence of delivery) to such party at the address in effect for notices to it under this Debenture and agrees that such service shall constitute good and sufficient service of process and notice thereof. Nothing contained herein shall be deemed to limit in any way any right to serve process in any other manner permitted by applicable law. Each party hereto hereby irrevocably waives, to the fullest extent permitted by applicable law, any and all right to trial by jury in any legal proceeding
GEN | [Severability] | Text: If any provision of this Agreement or the other Loan Documents is held to be illegal, invalid or unenforceable, (a) the legality, validity and enforceability of the remaining provisions of this Agreement and the other Loan Documents shall not be affected or impaired thereby and (b) the parties shall endeavour in good faith negotiations to replace the illegal, invalid or unenforceable provisions with valid provisions the economic effect of which comes as close as possible to that of the illegal, invalid or unenforceable provisions. The invalidity of a provision in a particular jurisdiction shall not invalidate or render unenforceable such provision in any other jurisdiction. Without limiting the foregoing provisions of this Section 10.12, if and to the extent that the enforceability of any provisions in this Agreement relating to Defaulting Lenders shall be limited by Debtor Relief Laws, as determined in good faith by the Administrative Agent, the L/C Issuer or the Swing Line Lender, as applicable, then such provisions shall be deemed to be in effect only to the extent not so limited.
GEN | [Severability] | Text: If any provision of this Agreement is declared or found to be illegal, unenforceable, or void, in whole or in part, then both parties shall be relieved of all obligations arising under such provision, but only to the extent such provision is illegal, unenforceable, or void, it being the intent and agreement of the parties that this Agreement shall be deemed amended by modifying such provision to the extent necessary to make it legal and enforceable while preserving its intent or, if such is not possible, by substituting therefor another provision that is legal and enforceable and achieves the same objectives, provided that the parties shall not be relieved of any obligations arising under this Agreement that are not affected by such declaration or finding and are capable of substantial performance.
GEN | [Terms] | Text: The term of Rodman's exclusive engagement will begin on the date hereof and end 30 days after the date hereof (the "Term"). Notwithstanding anything to the contrary contained herein, the Company agrees that the provisions relating to the payment of fees, reimbursement of expenses, indemnification and contribution, confidentiality, conflicts, independent contractor and waiver of the right to trial by jury will survive any termination of this Agreement. During Rodman's engagement hereunder: (i) the Company will not, and will not permit its representatives to, other than in coordination with Rodman, contact or solicit institutions, corporations or other entities or individuals as potential purchasers of the Securities and (ii) the Company will not pursue any financing transaction which would be in lieu of a Offering. Furthermore, the Company agrees that during Rodman's engagement hereunder, all inquiries, whether direct or indirect, from prospective investors will be referred to Rodman and will be deemed to have been contacted by Rodman in connection with an Offering. Additionally, except as set forth hereunder, the Company represents, warrants and covenants that no brokerage or finder's fees or commissions are or will be payable by the Company or any subsidiary of the Company to any broker, financial advisor or consultant, finder, placement agent, investment banker, bank or other third-party with respect to any Offering, provided that the Company shall not be liable for any fees or commissions paid to Rodman in connection with the Offering.
GEN | [Notices] | Text: All notices, requests and demands to or upon the respective parties hereto shall be given in the manner, and become effective, as set forth in Article X, Section 8 of the Amended Credit Agreement.
GEN | [Expenses] | Text: The Corporation shall bear all Registration Expenses in connection with any Incidental Registration pursuant to this Section 4.
GEN | [Severability] | Text: The parties agree that it is not their intention to violate any public policy or statutory or common law. In the event that any provision or portion of this Agreement shall be determined to be invalid or unenforceable for any reason, in whole or in part, the remaining provisions of this Agreement shall be unaffected thereby and shall remain in full force and effect to the fullest extent permitted by law. Without limiting the foregoing, if any portion of SECTION 5 is held to be unenforceable, the most restrictive alternative restriction of time, scope of activities, and geographic area will be substituted for any such restrictions held unenforceable.
GEN | [Terms] | Text: The term of Rodman's exclusive engagement will begin on the date hereof and end thirty (30) days thereafter (the "Term"). Notwithstanding anything to the contrary contained herein, the Company agrees that the provisions relating to the payment of fees, reimbursement of expenses, right of first refusal, tail, indemnification and contribution, confidentiality, conflicts, independent contractor and waiver of the right to trial by jury will survive any termination of this Agreement. During Rodman's engagement hereunder: (i) the Company will not, and will not permit its representatives to, other than in coordination with Rodman, contact or solicit institutions, corporations or other entities or individuals as potential purchasers of the Securities (other than the Excluded Investors), provided that this shall not prohibit the Company from engaging in discussions with respect to any potential strategic transaction or merger or acquisition, and (ii) the Company will not pursue any financing transaction which would be in lieu of an Offering. Furthermore, the Company agrees that during Rodman's engagement hereunder, all inquiries, whether direct or indirect, from prospective investors (other than the Excluded Investors) will be referred to Rodman and will be deemed to have been contacted by Rodman in connection with an Offering. Additionally, except as set forth hereunder, the Company represents, warrants and covenants that no brokerage or finder's fees or commissions are or will be payable by the Company or any subsidiary of the Company to any broker, financial advisor or consultant, finder, placement agent, investment banker, bank or other third-party with respect to any Offering. Notwithstanding anything herein to the contrary, nothing shall prohibit the Company from filing any universal shelf registration statements or one or more registration statements on Form S-8, provided that the Company shall not file any registration statement on Form S-3.
GEN | [Jurisdictions] | Text: Each of the parties hereto (a) consents to submit itself to the personal jurisdiction of federal or state courts of the State of New York in the event any dispute arises out of this Agreement or the transactions contemplated by this Agreement, (b) agrees that it shall not bring any action relating to this Agreement or the transactions contemplated by this Agreement in any court other than the federal or state courts of the State of New York, and each of the parties irrevocably waives the right to trial by jury, (c) agrees to waive any bonding requirement under any applicable law, in the case any other party seeks to enforce the terms by way of equitable relief, and (d) irrevocably consents to service of process by first class certified mail, return receipt requested, postage prepaid, to the address of such party's principal place of business or as otherwise provided by applicable law. Each of the parties hereto irrevocably waives, and agrees not to assert, by way of motion, as a defense, counterclaim or otherwise, in any action, suit or other legal proceeding with respect to this Agreement, (a) any claim that it is not personally subject to the jurisdiction of the above-named courts for any reason, (b) that it or its property is exempt or immune from jurisdiction of any such court or from any legal process commenced in such courts (whether through service of notice, attachment before judgment, attachment in aid of execution of judgment, execution of judgment or otherwise), and (c) to the fullest extent permitted by applicable law, that (i) such action, suit or other legal proceeding in any such court is brought in an inconvenient forum, (ii) the venue of such action, suit or other legal proceeding is improper or (iii) this Agreement, or the subject matter hereof, may not be enforced in or by such court, and (e
GEN | [Notices] | Text: Licensee shall apply or use all notices and legends, including patent markings, required by applicable law or regulations to preserve and protect the value and validity of any Intellectual Property licensed pursuant to this Agreement, including applying or using any notices or legends reasonably requested by Licensor, and shall maintain such notices and legends in a manner consistent with industry standards and best practices.
GEN | [Positions] | Text: During the Employment Period, the Executive shall serve as Chief Executive Officer of the Corporation and shall report to the Board of Governors of the Corporation.
GEN | [Positions] | Text: The Executive shall serve as President and Chief Executive Officer for the Bank. The Executive shall independently perform such duties as are usual and customary for the position of President and Chief Executive Officer and such other work as the Board of Directors shall assign.
GEN | [Positions] | Text: The Executive shall be employed as the Executive Vice President and Chief Financial Officer of the Company and the Bank, and, subject to the direction of the Board of Directors, shall perform and discharge faithfully the duties and responsibilities which may be assigned to the Executive from time to time in connection with the conduct of its business, in accordance with the bylaws and articles of incorporation of the Company and the Bank.
GEN | [Terms] | Text: Contractor shall commence providing services on June 15, 2017, and shall continue to provide services for a period of twelve (12) months, provided, however, that Contractor shall not be obligated to perform should Contractor become physically or mentally disabled from doing so. This Agreement will automatically renew at the end of each term for a further term of twelve (12) months unless either party gives the other written notice of termination at least thirty (30) days prior to the end of the relevant term. Notwithstanding the foregoing, the Agreement, and any subsequent renewals, will terminate automatically upon the occurrence of a material breach by either party, and may be terminated at any time by the Company after June 15, 2018, or by Contractor after June 15, 2018, in accordance with the terms of Section 14 (Termination for Convenience by Written Notice) of this Agreement.
GEN | [Positions] | Text: If Executive's employment is terminated for any reason under this Agreement, Executive will, immediately upon Executive's Termination Date, be deemed to have resigned from (a) if a member, the Board as well as the board of directors of any GLDD Entity (as defined below) or any other board to which Executive has been appointed or nominated by or on behalf of the Company, (b) any position with the Company or any GLDD Entity, including, but not limited to, as an officer of the Company or any GLDD Entity, and (c) any fiduciary positions with respect to the Company's benefit plans. In addition, and as a condition to receiving the Severance Pay described in or the Change in Control Payment described in, Executive shall take any and all necessary steps to effectuate Executive's resignation from such positions, and shall promptly notify the Company of such resignation.
GEN | [Jurisdictions] | Text: Each of the parties hereto (a) consents to submit itself to the personal jurisdiction of federal or state courts of the State of Michigan in the event any dispute arises out of this Agreement or the transactions contemplated by this Agreement, (b) agrees that it shall not bring any action relating to this Agreement or the transactions contemplated by this Agreement in any court other than the federal or state courts of the State of Michigan, and each of the parties irrevocably waives the right to trial by jury, (c) agrees to waive any bonding requirement under any applicable law, in the case any other party seeks to enforce the terms by way of equitable relief, and (d) irrevocably consents to service of process by first class certified mail, return receipt requested, postage prepaid, to the address of such party's principal place of business or as otherwise provided by applicable law. Each of the parties hereto irrevocably waives, and agrees not to assert, by way of motion, as a defense, counterclaim or otherwise, in any action, suit or other legal proceeding with respect to this Agreement, (a) any claim that it is not personally subject to the jurisdiction of the above-named courts for any reason, (b) that it or its property is exempt or immune from jurisdiction of any such court or from any legal process commenced in such courts (whether through service of notice, attachment before judgment, attachment in aid of execution of judgment, execution of judgment or otherwise), and (c) to the fullest extent permitted by applicable law, that (i) such action, suit or other legal proceeding in any such court is brought in an inconvenient forum, (ii) the venue of such action, suit or other legal proceeding is improper or (iii) this Agreement, or the subject matter hereof, may not be enforced in or by such court, and (e) agrees
GEN | [Jurisdictions] | Text: Each of the parties hereto (a) consents to submit itself to the personal jurisdiction of federal or state courts of the State of Delaware in the event any dispute arises out of this Agreement or the transactions contemplated by this Agreement, (b) agrees that it shall not bring any action relating to this Agreement or the transactions contemplated by this Agreement in any court other than the federal or state courts of the State of Delaware, and each of the parties irrevocably waives the right to trial by jury, (c) agrees to waive any bonding requirement under any applicable law, in the case any other party seeks to enforce the terms by way of equitable relief, and (d) irrevocably consents to service of process by first class certified mail, return receipt requested, postage prepaid, to the address of such party's principal place of business or as otherwise provided by applicable law. Each of the parties hereto irrevocably waives, and agrees not to assert, by way of motion, as a defense, counterclaim or otherwise, in any action, suit or other legal proceeding with respect to this Agreement, (a) any claim that it is not personally subject to the jurisdiction of the above-named courts for any reason, (b) that it or its property is exempt or immune from jurisdiction of any such court or from any legal process commenced in such courts (whether through service of notice, attachment before judgment, attachment in aid of execution of judgment, execution of judgment or otherwise), and (c) to the fullest extent permitted by applicable law, that (i) such action, suit or other legal proceeding in any such court is brought in an inconvenient forum, (ii) the venue of such action, suit or other legal proceeding is improper or (iii) this Agreement, or the subject matter hereof, may not be enforced in or by such court, and (e) agrees
GEN | [Severability] | Text: In the event that any one or more of the stipulations contained herein shall be invalid, illegal or unenforceable in any respect under any applicable law, the validity, legality and enforceability of the remaining stipulations contained herein shall not in any way be affected or impaired thereby. The parties shall strive in good faith negotiations to substitute the invalid, illegal or unenforceable stipulations with provisions that are valid, legal and enforceable, having an economic effect as close as possible to that of the invalid, illegal or unenforceable stipulations.
GEN | [Survival] | Text: This Agreement shall remain in force and be binding so long as the applicable period of assessments (including any extensions) remains unexpired for any taxes contemplated by this Agreement.
