GEN | [Notices] | Text: If either Party reasonably believes that any Presage Patent in the Territory is being infringed by a Third Party, or is subject to a declaratory judgment action arising from such infringement pursuant to which a Third Party claims that any Presage Patent is invalid or unenforceable, or a Third Party is engaged in an unauthorized use or misappropriation of any Presage Know-How that pertains to the Compound or a Product in the Territory (an “Infringing Activity”), the Party possessing such knowledge or belief shall promptly notify the other Party and provide it with details of such infringement or claim that are known by such Party.
GEN | [Governing Laws] | Text: Here is a legal text variation that preserves exact legal semantics:

This Agreement and each Other Document (unless and except to the extent expressly provided otherwise in any such Other Document), and all matters relating hereto or thereto or arising herefrom or therefrom (whether arising under contract law, tort law or otherwise) shall, in accordance with Section 5-1401 of the General Obligations Law of the State of New York, be governed by and construed in accordance with the laws of the State of New York. Any judicial proceeding brought by or against any Loan Party with respect to any of the Obligations, this Agreement or any of the Other Documents may be brought in any court of competent jurisdiction in the State of New York, United States of America, and, by execution and delivery of this Agreement, each party to this Agreement accepts for itself and in connection with its properties, generally and unconditionally, the non-exclusive jurisdiction of the aforesaid courts, and irrevocably agrees to be bound by any judgment rendered thereby in connection with this Agreement. Each party to this Agreement hereby waives personal service of any and all process upon it and consents that all such service of process may be made by certified or registered mail (return receipt requested) directed to Borrowing Agent (for all Loan Parties) at its address set forth in Section 16.6 hereof and to all other parties to this Agreement to their respective addresses set forth in Section 16.6 hereof and service so made shall be deemed completed five (5) days after the same shall have been so deposited in the mails of the United States of America, or, at Agent’s option, by service upon Borrowing Agent which each Loan Party irrevocably appoints as such Loan Party’s agent for the purpose of accepting service within the State of New York. Nothing herein shall affect the right to serve process in any
GEN | [Positions] | Text: During the Employment Term, the Executive shall serve as the Chief Technology Officer of the Company, reporting to the Chief Operating Officer of the Company (the “Supervisor”). In such position, the Executive shall have such duties, authority, and responsibility as shall be determined from time to time by the Supervisor of the Company, which duties, authority, and responsibility are consistent with the Executive's position. The Company will also take action to have the formal appointment of the Executive to the Board of Directors (the “Board”) within fourteen (14) days of the execution of this Agreement. The Company shall take all proper and legal actions to have the Executive elected and remain a member of the Board during the Employment Term, subject to state and federal law and the bylaws of the Company, during the Employment Term.
GEN | [Entire Agreements] | Text: This Agreement, and the other agreements referred to herein, set forth the entire understanding of Stockholder and Parent relating to the subject matter hereof and supersedes all prior agreements and understandings between any of such parties relating to the subject matter hereof, including any and all prior negotiations, discussions, and communications.
GEN | [Expenses] | Text: Unless and to the extent the Recall or Product Withdrawal is based on the fault of [**], including in relation to Design in which case such [**].
GEN | [Effectiveness] | Text: This Amendment shall become effective as of the first date (the “Amendment Effective Date”) on which the Administrative Agent (or its counsel) shall have received (a) from the Borrower and the Lenders constituting the Required Lenders either (A) counterparts of this Amendment signed on behalf of the Borrower and such Lenders or (B) written evidence satisfactory to the Administrative Agent (which may include a facsimile or other electronic transmission of a signed counterpart of the Amendment) that such parties have signed counterparts of the Amendment, (b) from the Borrower payment of all fees and expenses required to be paid or reimbursed hereunder and (c) from the Borrower true and correct copies of the Landmark Credit Agreement and the Landmark Acquisition Agreement as in effect on the date hereof, in each case in form and substance reasonably satisfactory to the Administrative Agent, provided that the Administrative Agent shall have received all necessary consents and approvals from the relevant regulatory authorities.
GEN | [Expenses] | Text: Each of the parties hereto acknowledges and agrees that it has been represented by independent counsel of its choice throughout all negotiations that have preceded the execution of this Agreement and that it has executed the same with consent and upon the advice of said independent counsel. Each party hereto and its counsel cooperated in the drafting and preparation of this Agreement and the documents referred to herein, and none shall be construed more strictly against any party. Whether or not the Transactions are consummated, except as otherwise specifically provided for in this Agreement, each party will assume, bear, and pay all costs, expenses, and fees (including legal and accounting fees and expenses) incurred by such party in connection with the preparation, negotiation, execution, and performance of this Agreement and the Escrow Agreement and the consummation of the Transactions; provided that, if the Closing occurs, all such costs, expenses, and fees of the Representative (incurred through the Closing) and the Company shall be considered Transaction Expenses.
GEN | [Expenses] | Text: In the event any Party brings an Action to enforce or determine any rights under this Agreement or the Transactions, the Parties agree that the court referred to in Section 11.1 shall, only upon a clear demonstration that one Party is the non-prevailing party in such Action, order the non-prevailing Party to pay the reasonable out-of-pocket attorneys' fees and expenses incurred by the prevailing Party and promptly after the entry of a final and nonappealable order of such court to such effect, the non-prevailing Party shall pay to the prevailing Party all such costs and expenses; provided that, in any such Action, if a Party seeking monetary recovery is awarded some, but less than the full amount, of the recovery sought, the Party receiving such award shall be deemed the prevailing Party if such award represents 50% or more of the amount originally sought, and the other Party shall be deemed the prevailing Party if the amount awarded represents less than 50% of the amount originally sought; and provided, further, that in either such case of partial recovery, the amount of the prevailing Party's attorneys' fees and expenses reimbursed pursuant to this Section 11.3 shall be limited to a percentage of such fees and expenses equal to (i) the percentage recovered of the amount originally sought, if the prevailing Party was the recipient of the award, or (ii) the percentage of the amount originally sought that was not recovered, if the prevailing Party was the other Party, provided that the prevailing Party's attorneys' fees and expenses reimbursed shall not exceed the amount of the award received.
GEN | [Enforceability] | Text: The Lender and the Borrower agree and confirm that the amount due under the Loan Documents as of the date of this Amendment is One Million Six Hundred Thirty-Two Thousand, Two Hundred Forty-Two and 64/100 ($1,632,242.64) (the “Current Balance”), inclusive of the outstanding principal balance and accrued but unpaid interest, monitoring and consulting fees, and other costs, fees, and expenses, which shall be paid in accordance with the terms of the Loan Documents.
GEN | [Governing Laws] | Text: This Plan, as awarded hereunder and the related Agreement, and all determinations made and actions taken pursuant thereto, to the extent not otherwise governed by the Code or the laws of the United States, shall be governed by the laws of the State of Delaware and construed in accordance therewith, without giving effect to principles of conflicts of laws, and shall be subject to the exclusive jurisdiction of the courts of the State of Delaware.
GEN | [Survival] | Text: The Executive hereby (a) reaffirms the rights and obligations contained within the Restrictive Covenants, and (b) understands, acknowledges and agrees that such rights and obligations shall survive the Executive's termination of employment with the Company and remain in full force and effect in accordance with all of the terms and conditions thereof. All post-employment restricted periods applicable to the Restrictive Covenants shall commence as of the Separation Date. Notwithstanding anything to the contrary contained herein, no provision of this Agreement shall be interpreted so as to impede the Executive (or any other individual) from reporting possible violations of federal law or regulation to any governmental agency or entity, including but not limited to the Department of Justice, the Securities and Exchange Commission, the Congress, and any agency Inspector General, or making other disclosures under the whistleblower provisions of federal law or regulation. The Executive does not need the prior authorization of the Company to make any such reports or disclosures and the Executive shall not be required to notify the Company that such reports or disclosures have been made. Nothing in the Agreement or the General Release is intended to conflict with 18 U.S.C. § 1833(b) or create liability for disclosures of trade secrets that are expressly allowed by 18 U.S.C. § 1833(b).
GEN | [Amendments] | Text: The Obligors shall have received this Amendment, executed and delivered by a duly authorized representative of the Debtor.
GEN | [Jurisdictions] | Text: The submission by the Company to the jurisdiction of the English courts under Clause 37 of the Agreement is a valid and binding submission to jurisdiction in respect of the Agreement, and shall remain effective until the expiration of the Agreement's term, and is not subject to revocation.
GEN | [Notices] | Text: In addition to Synacor's notice obligation specified in Section 16.1(a), Synacor shall promptly notify AT&T if Synacor reasonably believes that any of the AT&T Derived Data Prohibitions have been breached or if the scope of any of the AT&T Derived Data Permissions has been surpassed.
GEN | [Notices] | Text: To the fullest extent permitted by law, Mortgagor hereby irrevocably and unconditionally waives and releases (a) all benefits that might accrue to Mortgagor by virtue of any present or future statute of limitations or law or judicial decision exempting the Mortgaged Property from attachment, levy, or sale on execution or providing for any appraisement, valuation, stay of execution, exemption from civil process, redemption, or extension of time for payment, (b) all notices of any Event of Default or of Mortgagee's election to exercise or the actual exercise of any right, remedy, or recourse provided for under the Loan Documents, and (c) any right to a marshalling of assets or a sale in inverse order of alienation.
GEN | [Notices] | Text: If any Party becomes aware of an alleged infringement or threatened infringement by a Third Party of any Celgene Controlled Patent in the Celgene Territory, such Party will promptly notify the other Party and will provide such other Party with available evidence of such alleged infringement, and following such notification, the Parties will consult.
GEN | [Enforcements] | Text: Because the services of Executive are unique and Executive has access to confidential information of the Company, the parties hereto agree that the Company would be irreparably harmed in the event the provisions of Section 5 hereof were not performed in accordance with their terms or were otherwise breached, and that monetary damages would be an insufficient remedy for any such nonperformance or breach. Therefore, the Company or its successors or assigns shall be entitled, in addition to other rights and remedies existing in their favor, to an injunction or injunctions to prevent any breach or threatened breach of any of such provisions and to enforce such provisions specifically (without posting a bond or other security).
GEN | [Agreements] | Text: The Administrative Agent shall have received this Agreement, duly executed and delivered by each Lender, the Administrative Agent, and an authorized representative of Borrower and the Parent.
GEN | [Amendments] | Text: The Administrative Agent shall have received (i) this Amendment, executed and delivered by a duly authorized officer of Parent and the Borrower, (ii) executed signature pages from each New Revolving Lender on the Restatement Date and (iii) an executed signature page from the Administrative Agent.
GEN | [Counterparts] | Text: This Agreement may be executed by one or more of the parties to this Agreement on any number of separate counterparts, and all said counterparts taken together shall be deemed to constitute one and the same instrument. Delivery of an executed signature page of this Agreement by facsimile, PDF, or other electronic transmission shall be effective as delivery of a manually executed counterpart hereof.
GEN | [Enforceability] | Text: The execution and delivery by such Person of this Amendment, and the performance of each of its obligations under this Amendment and the Agreement, as amended hereby, are within each of its organizational powers and have been duly authorized by all necessary corporate action on its part.
GEN | [Governing Laws] | Text: The validity, interpretation, construction, and performance of this Agreement shall be governed by the laws of the State of California, without giving effect to the principles of conflict of laws.
GEN | [Notices] | Text: Any and all notices or other communications or deliveries required or permitted to be provided hereunder shall be made in accordance with the provisions of Section 5(h) of the Exchange Warrant, as may be amended from time to time.
GEN | [Entire Agreements] | Text: Each party hereto warrants and represents to the other that each party has the full right, power, title, and authority to enter into this Agreement. This Agreement and other written agreements or sections thereof which are expressly referred to in this Agreement constitute the entire agreement and understanding of the parties hereto and supersede any prior oral or written understandings, agreements, and undertakings with respect to its subject matter. This Agreement may not be amended or modified except by a writing signed by all parties hereto. None of the terms in this Agreement, including this Section, or any term, right, or remedy hereunder shall be deemed waived unless such waiver is in writing and signed by the party to be charged therewith, and in no event by reason of any failure to assert or delay in asserting any such term, right, or remedy or similar term, right, or remedy hereunder. Neither Employer nor Employee shall have the right to assign this Agreement or in any manner or fashion sell, assign, or transfer its respective rights and/or interests hereunder without the prior written consent of the non-assigning party. Any purported assignment or transfer in violation of this Section shall be null and void, and the non-assigning party shall have the right to enforce this Agreement as if the assignment or transfer had not occurred.
GEN | [Counterparts] | Text: This Agreement may be executed in any number of counterparts, including facsimile counterparts, each of which shall be deemed an original instrument, but all of which together shall constitute but one and the same instrument.
GEN | [Entire Agreements] | Text: This Agreement and the Plan are both part of and constitute a single, integrated employee benefit plan and trust, and will be interpreted together. If there is a conflict between the provisions of the Plan and this Agreement, the provisions of this Agreement will govern with respect to all rights, duties, responsibilities, obligations, powers, and authorities of the Trustee. The Trustee will not be a named fiduciary under the Plan, nor will it have any duty to investigate, or liability with respect to, the provisions of the Plan.
GEN | [Agreements] | Text: The Agent and the Lenders shall have received duly executed signature pages for this Amendment No. 4 and Waiver signed by the Borrowers, each other Credit Party, the Agent, and the Lenders.
GEN | [Notices] | Text: The Administrative Agent may at any time give notice of its resignation to the Lenders, the L/C Issuer and the Borrowers. Upon receipt of any such notice of resignation, the Required Lenders shall have the right, in consultation with the Borrowers, to appoint a successor, which shall be a bank with an office in the United States, or an Affiliate of any such bank with an office in the United States. If no such successor shall have been so appointed by the Required Lenders and shall have accepted such appointment prior to the effective date of the resignation of the Administrative Agent (the “Resignation Effective Date”), then the retiring Administrative Agent may (but shall not be obligated to) on behalf of the Lenders and the L/C Issuer, appoint a successor Administrative Agent meeting the qualifications set forth above; provided that if the Administrative Agent shall notify the Borrowers and the Lenders that no qualifying Person has accepted such appointment, then such resignation shall nonetheless become effective.
GEN | [Notices] | Text: Each Obligor shall execute and deliver to the Collateral Agent such agreements, assignments or instruments (including affidavits, notices, reaffirmations and amendments and restatements of existing documents, as the Collateral Agent may reasonably request) and do all such other things as the Collateral Agent may reasonably deem necessary or appropriate (i) to assure to the Collateral Agent its security interests hereunder, including (A) such instruments as the Collateral Agent may from time to time reasonably request in order to perfect and maintain the security interests granted hereunder in accordance with the Uniform Commercial Code, (B) with regard to Copyrights, a Notice of Grant of Security Interest in Copyrights in the form of Exhibit 4(b)(i), (C) with regard to Patents, a Notice of Grant of Security Interest in Patents for filing with the United States Patent and Trademark Office in the form of Exhibit 4(b)(ii) hereto, and (D) with regard to Trademarks, a Notice of Grant of Security Interest in Trademarks for filing with the United States Patent and Trademark Office in the form of Exhibit 4(b)(iii) hereto, (ii) to consummate the transactions contemplated hereby and (iii) to otherwise protect and assure the Collateral Agent of its rights and interests hereunder. Furthermore, each Obligor also hereby irrevocably makes, constitutes and appoints the Collateral Agent, its nominee or any other person whom the Collateral Agent may designate, as such Obligor's attorney-in-fact with full power and for the limited purpose to sign in the name of such Obligor any financing statements, or amendments and supplements to financing statements, renewal financing statements, notices or any similar documents which in the Collateral Agent's reasonable discretion would be necessary or appropriate in order to perfect and maintain perfection of the security interests granted hereunder, such power being
GEN | [Counterparts] | Text: The Administrative Agent shall have received a Subsidiary Borrower Agreement duly executed by such Subsidiary Borrower substantially in the form of Exhibit J.
