GEN | [Assignments] | Text: The benefits payable to the Participant under the Plan shall not be subject to alienation, transfer, assignment, garnishment, execution, or attachment of any kind and any attempt to cause any benefits to be so subjected shall not be recognized.
GEN | [Terms] | Text: Subject to the terms of this Escrow Agreement, (a) the Shareholders Escrow Share shall remain held in escrow by the Escrow Agent for a period of twelve (12) months following the date hereof (the “Indemnification Escrow Period”) and (b) the Milestone Escrow Shares shall remain held in escrow by the Escrow Agent until the earlier of (i) the completion of the Milestone Achievement as contemplated by Exhibit C hereof, or (ii) 90 days after the expiration date of for the Milestone Achievement, as set forth on Exhibit C hereof (the “Milestone Escrow Period”, together with the Indemnification Escrow Period, collectively, the “Escrow Period”); provided that part or all of the Escrowed Consideration may be released to ISS, from time to time, prior to such time in connection with the final adjudication or resolution of a claim pursuant to Section 3 herein or as provided further in Exhibit C on achievement of Milestone Achievement. Notwithstanding the foregoing and subject to the provisions for an interim release set forth in Section 4.3(a), prior to the Final Release (as defined below), the Escrowed Consideration shall be held by the Escrow Agent and the Escrow Agent shall continue to perform its duties under this Escrow Agreement until (i) the final adjudication or resolution of all the pending claims, and (ii) the balance, if any, of the Escrowed Consideration is released, provided that the Escrow Agent shall not release any Escrowed Consideration prior to the expiration of the Escrow Period.
GEN | [Consent To Jurisdiction] | Text: The Company and the Indemnitee hereby irrevocably and unconditionally (i) agree that any action or proceeding arising out of or in connection with this Agreement shall be brought exclusively in a state court of the Commonwealth of Pennsylvania, and not in any other state or federal court in the United States of America or any court in any other country, (ii) consent to submit to the exclusive jurisdiction of such Commonwealth of Pennsylvania state court for purposes of any action or proceeding arising out of or in connection with this Agreement, (iii) waive any objection to the laying of venue of any such action or proceeding in such Commonwealth of Pennsylvania state court, and (iv) waive, and agree not to plead or to make, any claim that any such action or proceeding brought in such Commonwealth of Pennsylvania state court has been brought in an improper or inconvenient forum, and (v) agree to be bound by the laws of the Commonwealth of Pennsylvania.
GEN | [Amendments] | Text: By accepting this Restricted Stock Unit Award, the Grantee hereby confirms that he or she has received a right to receive stock under the Plan, and has received, read and comprehended a description of the Plan. The Grantee understands that the Plan is discretionary in nature and may be modified, amended, suspended or terminated by the Company at any time, except as otherwise provided in the Plan and/or the Agreement.
GEN | [Terms] | Text: The Company's existence shall commence on the effective date of the initial filing of the Certificate and shall continue until the Company terminates in accordance with Article X. The Company shall not conduct business until the Certificate has been filed with the Secretary of State of Delaware.
GEN | [Terms] | Text: The Company and Parent on the one hand, and Consultant on the other, shall have the right to terminate the Engagement for any reason or for no reason prior to the Expiration Date, in accordance with Section 3.2 or 3.3, as applicable, or as otherwise provided in the Agreement.
GEN | [Amendments] | Text: This Agreement shall not be amended, altered, changed, modified, supplemented, or rescinded in any manner except by a written contract executed by all of the parties; provided, however, that the signature of the Escrow Agent shall not be required as to any amendment of this Agreement other than an amendment of Section 2.3, unless otherwise specified in the governing law of the jurisdiction.
GEN | [Amendments] | Text: The Certificate of Incorporation of the Corporation shall not be amended in any manner which would substantially alter or modify the powers, privileges or special immunities of the Series B Preferred Stock so as to prejudice them without the affirmative vote of the holders of at least two-thirds of the outstanding shares of Series B Preferred Stock, voting together as a single class.
GEN | [Survival] | Text: The provisions of this Agreement that contemplate performance subsequent to the Closing and the obligations of the parties not fully performed at the Closing shall endure beyond the Closing and shall not be deemed to be merged into or waived by the instruments of Closing.
GEN | [Agreements] | Text: Schedule 3.1(o) contains a complete and accurate list and description of all material Intellectual Property Rights and of all contracts (including Term Sheets and written agreements) relating to the Intellectual Property Rights to which the Company is a party or by which the Company is bound, except for any license implied by the sale of a product and perpetual, paid-up licenses for commonly available software programs with a value of less than $10,000 under which the Company is the licensee.
GEN | [Consent To Jurisdiction] | Text: Each of Guarantor, Agent and Lenders (by their acceptance of this Guaranty) irrevocably and unconditionally submits, for itself and its property, to the nonexclusive jurisdiction of the courts of the State of New York located within the Second Department of the New York State Unified Court System and of the United States District Court of the Eastern District of New York, and any appellate court from any thereof, in any action or proceeding arising out of or relating to this Guaranty or any other Loan Document, or for recognition or enforcement of any judgment, and each of said parties irrevocably and unconditionally agrees that all claims in respect of any such action or proceeding may be heard and determined in such New York State Court or, to the fullest extent permitted by applicable law, in such Federal Court. Each of said parties agrees that a final judgment in any such action or proceeding shall be conclusive and may be enforced in other jurisdictions by suit on the judgment or in any other manner provided by law. Nothing in this Guaranty or in any other Loan Document shall affect any right that the Agent or any Lender may otherwise have to bring any action or proceeding relating to this Guaranty or any other Loan Document against Guarantor or any other Loan Party or its properties in the courts of any jurisdiction. Guarantor hereby agrees and consents that in addition to any methods of service of process provided for under applicable law, all service of process in any such suit, action or proceeding in any New York State or Federal Court located within the Eastern District of the State of New York may be made by certified or registered mail, return receipt requested, directed to Guarantor at the address indicated in Section 7 above and service so made shall be deemed completed five (5) days after the same shall have been so mailed.
GEN | [Submission To Jurisdiction] | Text: The Borrower and each other Credit Party irrevocably and unconditionally agrees that it will not commence any action, litigation or proceeding of any kind or description, whether in law or equity, whether in contract or in tort or otherwise, against the Administrative Agent, any Lender, any Issuing Lender, the Swingline Lender, or any Related Party of the foregoing in any way relating to this Agreement or any other Loan Document or the transactions relating hereto or thereto, in any forum other than the courts of the State of Illinois sitting in DuPage County, and of the United States District Court of the Central District of Illinois, and any appellate court from any thereof, and each of the parties hereto irrevocably and unconditionally submits to the jurisdiction of such courts and agrees that all claims in respect of any such action, litigation or proceeding may be heard and determined in such Illinois State court or, to the fullest extent permitted by Applicable Law, in such federal court.
GEN | [Enforcements] | Text: The Employee acknowledges that (a) the Business of the Company and its affiliates is national in scope and may expand over time; (b) its products and services related to such Business are marketed throughout the United States; (c) the Business of the JPE Companies competes with other businesses that are located throughout the United States; (d) the provisions of this Section 9 are reasonable and necessary to protect and preserve the Company's good will and Confidential Information; (e) this Section 9 is reasonable with respect to its duration, geographical area, and scope; (f) the terms of this Section 9 are necessary to safeguard the Company's Confidential Information; and (g) the Company would be irreparably damaged if the Employee were to breach this Section 9. In the event of a breach by the Employee of any covenant set forth in this Section 9, the term of such covenant with respect to the Employee will be extended by the period of the duration of such breach, and the Company may also seek injunctive relief to prevent further breaches.
GEN | [Terms] | Text: Subject to the provisions of Section 1.6 above, this Warrant is exercisable in whole or in part at any time and from time to time on or before 6:00 P.M. Pacific time, on the Expiration Date and shall be void thereafter, provided that the Warrant may be exercised by the Holder in a single transaction on or before the Expiration Date.
GEN | [Enforcements] | Text: Here is a legal text variation that preserves exact legal semantics:

You hereby agree that the covenants set forth in Sections 12(a), (b), (c), and (d) are reasonable with respect to their scope, duration, and geographical area. If the final judgment of a court of competent jurisdiction declares that any term or provision of Sections 12(a), (b), (c), or (d) is invalid or unenforceable, you and the Company hereby agree that the court making the determination of invalidity or unenforceability shall have the power to reform the unenforceable term or provision, including to delete, replace, or add specific words or phrases, but only to the narrowest extent necessary to render the provision valid and enforceable (provided that in no event shall the length of any restrictive covenant or its scope be extended or expanded), and this Agreement shall be enforceable as so modified after the expiration of the time within which the judgment on enforceability may be appealed. Your agreement to the restrictions provided for in this Agreement and the Company's agreement to grant the Award are mutually dependent consideration. Therefore, notwithstanding any other provision to the contrary in this Agreement, if the enforceability of any material restriction applicable to you as provided for in this Section 12 is challenged and found unenforceable by a court of law, then the Company shall have the right to terminate this Agreement and recover from you all shares of Common Stock paid to you pursuant to this Agreement and any amounts received by you on the date of sale, transfer, or other disposition if you have sold, transferred, or otherwise disposed of any Restricted Shares. This provision shall be construed as a return of consideration or ill-gotten gains due to the failure of your promises and consideration under the Agreement, and not as a liquidated damages clause. In addition, in the event of the Company's termination of this Agreement
GEN | [Notices] | Text: By executing this Subscription Agreement, you (i) acknowledge and agree to, and will be deemed to have executed, the Registration Rights Agreement (attached as Exhibit B), and (ii) agree to the terms of the Warrant (attached as Exhibit C).
GEN | [Agreements] | Text: An election by the Executive to resign for Good Reason under the provisions of this Agreement shall not be deemed a voluntary termination of employment by the Executive for the purpose of interpreting the provisions of any of the Company's benefit plans, programs or policies. Nothing in this Agreement shall be construed to limit the rights of the Executive under the Company's benefit plans, programs or policies except as otherwise provided in Section 7 hereof, and except that the Executive shall have no rights to any severance benefits under any Company severance pay plan, offer letter or otherwise. In the event that the Executive is party to an agreement with the Company providing for payments or benefits under such agreement and this Agreement, the terms of this Agreement shall govern, and the Executive may receive payment under this Agreement only, and not both, in accordance with the provisions of Section 7.
GEN | [Consent To Jurisdiction] | Text: Guarantor hereby irrevocably and unconditionally submits, for itself and its property, to the nonexclusive jurisdiction of any United States Federal or New York State court sitting in the Borough of Manhattan, and any appellate court from any thereof, in any action or proceeding arising out of or relating to this Guaranty, or for recognition or enforcement of any judgment, and Guarantor hereby irrevocably and unconditionally agrees that all claims in respect of any such action or proceeding may be heard and determined in such New York State or, to the extent permitted by law, in such Federal court. Guarantor hereto agrees that a final judgment in any such action or proceeding shall be conclusive and may be enforced in other jurisdictions by suit on the judgment or in any other manner provided by law. Nothing in this Guaranty shall affect any right that Lender may otherwise have to bring any action or proceeding relating to this Guaranty against Guarantor or its properties in the courts of any jurisdiction. Guarantor hereby irrevocably and unconditionally waives, to the fullest extent it may legally and effectively do so, any objection which it may now or hereafter have to the laying of venue of any suit, action or proceeding arising out of or relating to this Guaranty in any court referred to in subsection (b) above. Guarantor hereby irrevocably waives, to the fullest extent permitted by law, the defense of an inconvenient forum to the maintenance of such action or proceeding in any such court, and further agrees that any such action or proceeding may be served on Guarantor at its last known address.
GEN | [Enforcements] | Text: You acknowledge and agree that the promises contained in this Appendix A are necessary to the protection of the legitimate business interests of your Employer, the Company and its Subsidiaries, including without limitation its and their Confidential Information, trade secrets and goodwill, and are material and integral to the undertakings of the Company under this Award to which this Appendix A is appended. You further agree that one or more of your Employer, the Company and its Subsidiaries will be irreparably harmed in the event you do not perform such promises in accordance with their specific terms or otherwise breach the promises made herein. Consequently, your Employer, the Company and any of its Subsidiaries shall each be entitled to preliminary or permanent injunctive or other equitable relief or remedy without the need to post bond, and to recover its or their reasonable attorney's fees and costs incurred in securing such relief, in addition to, and not in lieu of, any other relief or remedy at law to which it or they may be entitled. You further agree that, the periods of restriction contained in this Appendix A shall be tolled, and shall not run, during any period in which you are in violation of the terms of this Appendix A, so that your Employer, the Company and its Subsidiaries shall have the full protection of the periods agreed to herein. Should the Company determine that any portion of the Deferred Shares granted to you in connection with this Award are to be forfeited on account of your breach of the provisions of this Appendix A, any unvested portion of your Award will cease to vest upon such determination.
GEN | [Effectiveness] | Text: This Agreement shall be binding upon the Seller upon the Seller's execution and delivery of this Agreement, but this Agreement shall only become effective upon the consummation of the Transactions. In the event that the Share Exchange Agreement is validly terminated in accordance with its terms prior to the consummation of the Transactions, this Agreement shall automatically terminate and become null and void, and the parties shall have no obligations hereunder, and the rights and obligations of the parties shall be governed by the laws of the State of [State] and the Federal laws of the United States.
GEN | [Amendments] | Text: This Award of RSUs is documented by the records of the Committee or its delegate, which shall be the final determinant of the number of Shares granted and the conditions of this Agreement. The Committee may amend or modify this Award in any manner to the extent that the Committee would have had the authority under the Plan initially to grant such Award, provided that no such amendment or modification shall diminish the Participant's rights under this Agreement without his prior written consent. Except as in accordance with the two immediately preceding sentences and Section 16(b), this Agreement may be amended, modified or supplemented only by an instrument in writing signed by both parties hereto.
GEN | [Assignments] | Text: Assignment and Assumption Agreement between Heska Imaging US, LLC (“Imaging US”), Heska Imaging Global, LLC (“Imaging Global”), Cuattro, LLC (“Cuattro”) and Heska Imaging International, Inc. (formerly known as Cuattro Veterinary, LLC) (“Imaging International”), in the form attached hereto as Exhibit B (the “Assignment and Assumption Agreement (License and Assumption Agreement)”).
GEN | [Governing Laws] | Text: Assignment; Successors. This letter agreement shall be binding upon the Company and its affiliates and their respective successors and assigns and will be interpreted, enforced and governed under the laws of the State of Texas in the United States and without regard to any applicable jurisdiction's choice of law provisions. The Company may cause any of its applicable affiliates or successors to assume all or any of the Company's obligations hereunder and, in such event, where the context requires, all references to the Company herein shall be deemed to refer to such affiliate or successor, as applicable. This letter agreement may not be assigned by you, without the prior written consent of the Company, other than by will or the laws of intestate succession.
GEN | [Submission To Jurisdiction] | Text: The Borrower and each other Credit Party irrevocably and unconditionally agrees that it will not commence any action, litigation or proceeding of any kind or description, whether in law or equity, whether in contract or in tort or otherwise, against the Administrative Agent, any Lender, any Issuing Lender or any Related Party of the foregoing in any way relating to this Agreement or any other Loan Document or the transactions relating hereto or thereto, in any forum other than the courts of the State of New York sitting in New York County, and of the United States District Court of the Southern District of New York in the Borough of Manhattan, and any appellate court from any thereof, and each of the parties hereto irrevocably and unconditionally submits to the jurisdiction of such courts and agrees that all claims in respect of any such action, litigation or proceeding may be heard and determined in such New York State court or, to the fullest extent permitted by Applicable Law, in such federal court. Each of the parties hereto agrees that a final judgment in any such action, litigation or proceeding shall be conclusive and may be enforced in other jurisdictions by suit on the judgment or in any other manner provided by law.
GEN | [Jurisdictions] | Text: The Borrower and each other Loan Party irrevocably and unconditionally agrees that it shall not commence any action, litigation or proceeding of any kind or description, whether in law or equity, whether in contract or in tort or otherwise, against the Administrative Agent, any Lender or any Related Party of the foregoing in any way relating to this Agreement or any other Loan Document or the transactions relating hereto or thereto, in any forum other than the courts of the State of New York sitting in New York County, and of the United States District Court of the Southern District of New York, and any appellate court from any thereof, and each of the Parties irrevocably and unconditionally submits to the jurisdiction of such courts and agrees that all claims in respect of any such action, litigation or proceeding may be heard and determined in such New York State court or, to the fullest extent permitted by Applicable Law, in such federal court. Each of the Parties agrees that a final judgment in any such action, litigation or proceeding is conclusive and may be enforced in other jurisdictions by suit on the judgment or in any other manner provided by law.
GEN | [Amendments] | Text: This Agreement constitutes an amendment and restatement of the Existing Credit Agreement, effective from and after the Effective Date. The execution and delivery of this Agreement shall not constitute a novation of any indebtedness or other obligations owing to the Lenders or the Administrative Agent under the Existing Credit Agreement based on facts or events occurring or existing prior to the execution and delivery of this Agreement. On the Effective Date, the credit facilities described in the Existing Credit Agreement shall be amended, supplemented, modified, and restated in their entirety by the facilities described herein, and all loans and other obligations of the Borrower outstanding as of such date under the Existing Credit Agreement shall be deemed to be loans and obligations outstanding under the corresponding facilities described herein, without any further action by any Person, except that the Administrative Agent shall make such transfers of funds as are necessary in order that the outstanding balance of such Loans, together with any Loans funded on the Effective Date, reflect the respective Revolving Credit Exposure of the Lenders hereunder, and the Administrative Agent shall also ensure that the records of the Lenders accurately reflect the revised credit facilities and outstanding obligations.
GEN | [Amendments] | Text: This Agreement constitutes an amendment and restatement of the Existing Credit Agreement, effective from and after the Effective Date. The execution and delivery of this Agreement shall not constitute a novation of any indebtedness or other obligations owing to the Banks or the Administrative Agent under the Existing Credit Agreement based on facts or events occurring or existing prior to the execution and delivery of this Agreement. On the Effective Date, the credit facilities described in the Existing Credit Agreement shall be amended, supplemented, modified, and restated in their entirety by the facilities described herein, and all loans and other obligations of the Borrower outstanding as of such date under the Existing Credit Agreement shall be deemed to be loans and obligations outstanding under the corresponding facilities described herein, without any further action by any Person, except that the Administrative Agent shall make such transfers of funds as are necessary in order that the outstanding balance of such Loans, together with any Loans funded on the Effective Date, reflect the respective Commitments of the Banks hereunder, and the Administrative Agent shall also ensure that the records of the Existing Credit Agreement are updated to reflect the changes made by this Agreement.
GEN | [Survival] | Text: Goldberger reaffirms, acknowledges and agrees that, as provided in Section 9 of the Employment Agreement, his obligations of non-disclosure of proprietary information, non-competition and non-solicitation and non-interference, as provided in Sections 3 through 7 of the Employment Agreement, respectively, shall survive the cessation of his employment with the Company and are valid and enforceable, and that should he breach any of these obligations, the Company is entitled to seek all relief and remedies available under the law, including the relief and remedies provided in Section 9 of the Employment Agreement, and further acknowledges that the Company's rights and remedies shall be cumulative and non-exclusive.
