iteration,original_text,label,label_name,augmented_text,qwen_reasoning,qwen_decision,status,timestamp
1,"The dispute resolution, governing law, jurisdiction, venue, process and notice provisions set forth in the Agreement are incorporated herein by reference.",0,Governing Laws,"The dispute resolution, governing law, jurisdiction, venue, process and notice provisions set forth in the Agreement are incorporated herein by reference","The Augmented Text strictly preserves the legal intent of the Original Text without any conversational filler or changes that would alter the meaning.

<decision>YES</decision>",YES,Accepted,2026-04-29T18:27:53.605708
1,"Executive acknowledges and agrees that he has carefully read this Agreement and Release and understands that it is a release of all claims, known and unknown, past or present including all claims under the Age Discrimination in Employment Act.  He further agrees that he has entered into this Agreement and Release for the above stated consideration.  He warrants that he is fully competent to execute this Agreement and Release which he understands to be contractual.  He further acknowledges that he executes this Agreement and Release of his own free will, after having a reasonable period of time to review, study and deliberate regarding its meaning and effect, and after being advised to consult an attorney, and without reliance on any representation of any kind or character not expressly set forth herein.  Finally, he executes this Agreement and Release fully knowing its effect and voluntarily for the consideration stated above.",10,Agreements,"Executive acknowledges and agrees that he has carefully read this Agreement and Release, and understands that it is a release of all claims, known and unknown, past or present, including all claims under the Age Discrimination in Employment Act","The Augmented Text preserves the core legal intent of the Original Text by using synonyms and rephrasing while maintaining the essential elements such as the acknowledgment of reading, understanding t",YES,Accepted,2026-04-29T18:27:54.737879
1,"Each capitalized term used but not otherwise defined herein shall have the meaning specified in the Credit Agreement or the Collateral Agreement, as applicable.  The rules of construction specified in Section 1.03 of the Credit Agreement also apply to this Agreement, mutatis mutandis . Notwithstanding anything contained in this Agreement to the contrary: (a) with respect to the security interests granted by the Israeli Grantors hereunder, this Agreement and each of the terms hereof relating to Trademark Collateral shall be limited solely to Trademark Collateral located in the United States of America or governed by the laws of the United States of America (including, for the avoidance of doubt, federal laws and state laws); and (b) in respect of Trademark Collateral constituting OCS-Funded Know-How, the creation of any security interest over such Trademark Collateral and any realization in respect thereof shall be: (i) subject to the OCS Provision (including the Research Law and the OCS approvals dated January 26, 2016 as may be amended from time to time); and (ii) governed by the laws of the State of Israel and subject to the exclusive jurisdiction of the Israeli courts.",9,Terms,"Each capitalized term used but not otherwise defined herein shall have the meaning specified in the Credit Agreement or the Collateral Agreement, as applicable","The Augmented Text omits several critical parts of the Original Text, including the reference to the rules of construction, the limitations on security interests, and the specific conditions for Trade",NO,Rejected,2026-04-29T18:27:55.705831
1,"Except as otherwise provided herein, Company waives all notices and demands in connection with the enforcement of Secured Party’s rights hereunder. All notices, requests, demands and other communications provided for hereunder shall be made in accordance with the terms of the Subscription Agreement.",1,Notices,"Except as otherwise provided herein, Company waives all notices and demands in connection with the enforcement of Secured Party's rights hereunder","The Augmented Text preserves the core legal intent of the Original Text by using synonyms (""waives all notices and demands"" instead of ""waives all notices and demands"") and rephrasing without altering",YES,Accepted,2026-04-29T18:27:56.787064
1,"SVP, Global Customer Services, Chief Executive Officer. By signing this letter agreement, you confirm to the Company that you have no contractual commitments or other legal obligations that would prohibit you from performing your duties for the Company.",16,Positions,"SVP, Global Customer Services, Chief Executive Officer. By executing this letter agreement, you certify to the Company that you possess no contractual obligations or legal liabilities that would preclude you from performing your responsibilities for the Company","The Augmented Text uses synonyms and rephrases the Original Text while maintaining the same legal intent. It also removes any conversational fillers.

<decision>YES</decision>",YES,Accepted,2026-04-29T18:27:57.435097
1,"The Award is subject to all the terms and conditions of the Tyson Foods, Inc.",9,Terms,"The Award is subject to all the stipulations and conditions of Tyson Foods, Inc.","The Augmented Text uses a synonym ('stipulations' for 'terms and conditions') but maintains the same legal intent as the Original Text. There are no conversational fillers in the Augmented Text.

<dec",YES,Accepted,2026-04-29T18:27:58.291288
1,"This Project Agreement shall become effective as of the date first written above and shall continue for the later of the second anniversary of the effective date or the substantial conclusion of the Lucent quality litigation matter, such period of time being the "" Initial Term ."" This Project Agreement may be extended by the Company, with Consultant’s consent, for an additional one year term, such period of time being the “ Renewal Term .” The Initial Term and Renewal Term shall be referred to collectively as the “ Term .” For purposes hereof, the Lucent quality litigation matter shall be considered to be substantially concluded upon the first to occur of any of the following: (a) entry by all parties into a binding settlement agreement resolving all matters material to the litigation, (b) entry of a final, nonappealable judgment by the court having jurisdiction over the matter, (c) 90 days after conclusion to a final verdict of a trial in the matter, or (d) mutual agreement by Consultant and the Company that the matter has substantially concluded.",9,Terms,"This Project Agreement shall become effective as of the date first written above and shall continue for the later of the second anniversary of the effective date or the substantial conclusion of the Lucent quality litigation matter, such period of time being the "" Initial Term."" This Project Agreement may be extended by the Company, with Consultant's consent, for an additional two-year term, such period of time being the “Renewal Term.” The Initial Term and Renewal Term shall be referred to collectively as the “Term.” For purposes hereof, the Lucent quality litigation matter shall be considered to be substantially concluded upon the first to occur of any of the following: (a) entry by all parties into a binding settlement agreement resolving all matters material to the litigation, (b) entry of a final, nonappealable judgment by the court having jurisdiction over the matter, (c) 120 days after conclusion of a final verdict of a trial in the matter, or (d) mutual agreement by Consultant and the Company that the matter has substantially concluded","The Augmented Text maintains the core legal intent of the Original Text, using synonyms and rephrasing without altering the essential meaning. However, there is a change in the duration from ""one year",NO,Rejected,2026-04-29T18:27:59.448674
1,"This instrument, together with the Non-Compete and Solicitation Agreement, contains the entire agreement of the parties hereto with respect to the subject matter hereof and supersedes all prior agreements or understandings between the parties hereto relating to the subject matter hereof. This Agreement may not be changed orally but only by an agreement in writing signed by the Employee and the Employers. Employee acknowledges that each of the Employers is subject to supervision and regulation by bank regulatory agencies. If, at the time any payment would otherwise be made to Employee under this Agreement, such payment is prohibited or limited by any applicable statute or regulation, including, without limitation, the Federal Deposit Insurance Act and 12 C.F.R. Part 359 (Golden Parachute and Indemnification Payments), or by order of any such bank regulatory agency, the amount of such payment shall be reduced to the largest amount, if any, that may be paid at such time consistently with such statute, regulation, or order. Employee agrees that compliance with any such statute, regulation, or order, including any resulting reduction or elimination of any payment specified under this Agreement, shall not constitute a breach of this Agreement by the Employers.",3,Entire Agreements,"This instrument, together with the Non-Compete and Solicitation Agreement, comprises the entire understanding of the parties hereto with respect to the subject matter hereof, and supersedes all prior agreements or understandings between the parties hereto relating to the subject matter hereof","The Augmented Text uses synonyms and rephrases the Original Text while maintaining the same legal intent. However, it omits several critical clauses, particularly regarding changes to the agreement an",NO,Rejected,2026-04-29T18:28:00.329923
1,"This Agreement is made in the State of Ohio and the validity, construction, interpretation and enforcement of this Agreement, and the rights of the parties thereunder shall be determined under, governed by and construed in accordance with the internal laws of the State of Ohio, without regard to principles of conflicts of law. Service of process, sufficient for personal jurisdiction in any action against the Company, may be made by registered or certified mail, return receipt requested, to the address set forth in Paragraph 26 hereof.",0,Governing Laws,This Agreement is made in the State of Ohio,"The Augmented Text omits part of the original statement regarding the governing law and jurisdiction, which is a significant portion of the legal intent. Additionally, the Augmented Text includes ""Fir",NO,Rejected,2026-04-29T18:28:01.330925
1,"THIS AGREEMENT AND THE OTHER LOAN DOCUMENTS SHALL BE GOVERNED BY, AND CONSTRUED IN ACCORDANCE WITH, the LAW OF THE STATE OF NEW YORK applicable to agreements made and to be performed entirely within such State; PROVIDED THAT THE administrative agent and the lenders SHALL RETAIN ALL RIGHTS ARISING UNDER FEDERAL LAW.",0,Governing Laws,"THIS AGREEMENT AND THE OTHER LOAN DOCUMENTS SHALL BE GOVERNED BY, AND CONSTRUED IN ACCORDANCE WITH, the LAWS OF THE STATE OF NEW YORK, APPLICABLE TO AGREEMENTS MADE AND TO BE PERFORMED ENTIRELY WITHIN SUCH STATE; PROVIDED THAT THE ADMINISTRATIVE AGENT AND THE LENDERS SHALL RETAIN ALL RIGHTS ARISING UNDER FEDERAL LAWS","The Augmented Text uses synonyms (""Laws"" for ""Law"") and rephrases slightly (""APPLICABLE"" instead of ""applicable to,"" ""ENTIRELY"" instead of ""entirely within""), but the core legal intent remains intact.",YES,Accepted,2026-04-29T18:28:02.576628
1,"Effective as of the First Amendment Effective Date, each Lender party to the Credit Agreement immediately prior to the First Amendment Effective Date (each, an “ Existing Lender ”) has, in consultation with the Borrower, agreed to a reallocation of the Commitments (the “ Assignment and Reallocation ”). The Administrative Agent, the Borrower and each Existing Lender hereby consent to the Assignment and Reallocation, and each Existing Lender’s assignment of its Commitment to the extent affected by the Assignment and Reallocation. On the First Amendment Effective Date and after giving effect to the Assignment and Reallocation, (a) the Commitment of each Lender shall be as set forth on Annex I to this First Amendment, which Annex I supersedes and replaces Annex I to the Credit Agreement (and Annex I to the Credit Agreement is hereby amended and restated in its entirety to read as set forth on Annex I attached hereto) and (b) DNB Capital LLC (the “ Exiting Lender ”) shall cease to be a “Lender” for all purposes under the Credit Agreement (as amended hereby) and the other Loan Documents. With respect to such reallocation, each of JPMorgan Chase Bank, N.A., Wells Fargo Bank, National Association, Bank of America, N.A., The Bank of Tokyo-Mitsubishi UFJ, Ltd., Citibank, N.A. and The Bank of Nova Scotia (each such Lender, an “ Increasing Lender ”) shall be deemed to have acquired the Commitment allocated to it from each of Mizuho Bank, Ltd. and the Exiting Lender pursuant to the terms of an Assignment and Assumption, and on the First Amendment Effective Date, each Increasing Lender, Mizuho Bank, Ltd. and the Exiting Lender shall be deemed to have entered into an Assignment and Assumption pursuant to which (i) each Increasing Lender shall be an “Assignee”, (ii) each of Mizuho Bank, Ltd. and the Exiting Lender shall be an “Assignor” and (iii) the term “Effective Date” shall be the “First Amendment Effective Date” as defined herein. Notwithstanding Section 9.04(b)(ii)(C), the Lenders deemed to be parties to such Assignment and Assumption shall not be required to pay a processing and recordation fee of $3,500 to the Administrative Agent. On the First Amendment Effective Date, the Administrative Agent shall take the actions specified in Section 9.04(b)(iv), including recording the assignments described herein in the Register, and such assignments shall be effective for purposes of the Credit Agreement. If on the First Amendment Effective Date, any LIBOR Loans have been funded, then the Borrower shall be obligated to pay any breakage fees or costs that are payable pursuant to Section 2.16, in connection with the reallocation of such outstanding LIBOR Loans to effectuate the provisions of this paragraph.",7,Assignments,"Effective as of the First Amendment Effective Date, each Lender party to the Credit Agreement immediately prior to the First Amendment Effective Date (each, an “Initial Lender”) has, in consultation with the Borrower, agreed to a redistribution of the Commitments (the “Reassignment and Redistribution”). The Administrative Agent, the Borrower and each Initial Lender hereby consent to the Reassignment and Redistribution, and each Initial Lender’s assignment of its Commitment to the extent affected by the Reassignment and Redistribution. On the First Amendment Effective Date and after giving effect to the Reassignment and Redistribution, (a) the Commitment of each Lender shall be as set forth on Annex I to this First Amendment, which Annex I supersedes and replaces Annex I to the Credit Agreement (and Annex I to the Credit Agreement is hereby amended and restated in its entirety to read as set forth on Annex I attached hereto) and (b) DNB Capital LLC (the “Exiting Lender”) shall cease to be a “Lender” for all purposes under the Credit Agreement (as amended hereby) and the other Loan Documents. With respect to such redistribution, each of JPMorgan Chase Bank, N.A., Wells Fargo Bank, National Association, Bank of America, N.A., The Bank of Tokyo-Mitsubishi UFJ, Ltd., Citibank, N.A. and The Bank of Nova Scotia (each such Lender, an “Increasing Lender”) shall be deemed to have acquired the Commitment allocated to it from each of Mizuho Bank, Ltd. and the Exiting Lender pursuant to the terms of a Reassignment and Assumption, and on the First Amendment Effective Date, each Increasing Lender, Mizuho Bank, Ltd. and the Exiting Lender shall be deemed to have entered into a Reassignment and Assumption pursuant to which (i) each Increasing Lender shall be","Reasoning: The Augmented Text maintains the same legal intent as the Original Text, using synonyms and rephrasing without altering the core obligations, rights, and liabilities. The text is free of co",YES,Accepted,2026-04-29T18:28:03.555706
1,Licensee shall promptly notify Children’s of any actual or suspected infringement of any Licensed Patent and furnish any available evidence thereof (“Infringement Notice”). Both Parties shall use reasonable efforts and cooperate to terminate infringement in the Licensed Territory and within the Field of Use without litigation.,1,Notices,"Licensee shall promptly notify Children's of any actual or suspected infringement of any Licensed Patent and furnish any available evidence thereof (""Infringement Notice"")","The Augmented Text uses a synonym for ""shall"" in ""use reasonable efforts"" with ""cooperate,"" which preserves the legal intent but slightly alters the wording. There are no conversational fillers in the",YES,Accepted,2026-04-29T18:28:04.488591
1,"Covered Entity and Business Associate agree to enter into good faith negotiations to amend this Agreement to come into compliance with changes in state and federal laws and regulations relating to the privacy, security and confidentiality of PHI. Covered Entity may terminate this Agreement upon thirty (30) days written notice in the event that Business Associate does not promptly enter into an amendment that Covered Entity, in its reasonable discretion, deems sufficient to ensure that Covered Entity and Business Associate will be able to comply with such laws and regulations.",6,Amendments,"Covered Entity and Business Associate agree to engage in cooperative discussions to modify this Agreement to achieve compliance with alterations in state and federal statutes and regulations governing the confidentiality, security, and privacy of Protected Health Information (PHI). Covered Entity may terminate this Agreement upon thirty (30) days' written notice if Business Associate fails to promptly enter into a revised agreement that Covered Entity, in its reasonable discretion, deems sufficient to ensure Covered Entity's compliance with such laws and regulations","The Augmented Text uses synonyms and rephrases the Original Text while maintaining the same legal intent. It removes any conversational fillers and focuses on the legal aspects.

<decision>YES</decisi",YES,Accepted,2026-04-29T18:28:05.232690
1,All warranties and representations (as of the date such warranties and representations were made) made herein or in any certificate or other instrument delivered by it or on its behalf under this Agreement shall be considered to have been relied upon by the parties hereto and shall survive the issuance of the Warrants. This Agreement shall inure to the benefit of and be binding upon the successors and permitted assigns of each of the parties; provided however that no party may assign this Agreement or the obligations and rights of such party hereunder without the prior written consent of the other parties hereto.,5,Survival,All warranties and representations (as of the date such warranties and representations were made) made herein or in any certificate or other instrument delivered by it or on its behalf under this Agreement shall be considered to have been relied upon by the parties hereto and shall survive the issuance of the Warrants,"The Augmented Text omits the phrase ""and shall survive the issuance of the Warrants"" from the original text, which changes the scope of the survival of the warranties. Additionally, the Augmented Text",NO,Rejected,2026-04-29T18:28:06.322830
1,"This Agreement is the restricted stock agreement referred to in Section 2.5 of the Plan.  If there is any conflict between the Plan and this Agreement, the provisions of the Plan shall control.  Any dispute or disagreement which shall arise under or in any way relate to the interpretation or construction of the Plan or this Agreement shall be resolved by the Committee and the decision of the Committee shall be final, binding and conclusive for all purposes.",10,Agreements,This Agreement is the restricted stock agreement referred to in Section 2.5 of the Plan.,"The Augmented Text omits the critical clauses regarding conflicts with the Plan and the resolution of disputes through the Committee's decision. These omissions alter the legal intent significantly.

",NO,Rejected,2026-04-29T18:28:07.061250
1,"This Agreement shall be deemed to be a contract under the Laws of the Commonwealth of Pennsylvania without regard to its conflict of laws principles. Each standby Letter of Credit issued under this Agreement shall be subject either to the rules of the Uniform Customs and Practice for Documentary Credits, as most recently published by the International Chamber of Commerce (the “ ICC ”) at the time of issuance (“ UCP ”) or the rules of the International Standby Practices (ICC Publication Number 590) (“ ISP98 ”), as determined by the Issuing Lender, and each trade Letter of Credit shall be subject to UCP, and in each case to the extent not inconsistent therewith, the Laws of the Commonwealth of Pennsylvania without regard to its conflict of laws principles.",0,Governing Laws,"This Agreement shall be governed by and construed in accordance with the laws of the Commonwealth of Pennsylvania, without giving effect to any principles of conflict of laws, and each standby Letter of Credit issued under this Agreement shall be subject to the rules of the Uniform Customs and Practice for Documentary Credits, as most recently published by the International Chamber of Commerce, or the rules of the International Standby Practices (ICC Publication Number 590), as determined by the Issuing Lender, and each trade Letter of Credit shall be governed by the UCP, and in each case, the laws of the Commonwealth of Pennsylvania, without regard to its conflict of laws principles","The Augmented Text maintains the core legal obligations and rights of the Original Text, using synonyms and rephrasing that do not alter the legal intent. The Augmented Text also removes any conversat",YES,Accepted,2026-04-29T18:28:08.022324
1,The provisions of Article 7 of the ABL/Term Loan Intercreditor Agreement will apply with like effect to this Lien Sharing and Priority Confirmation Joinder.,0,Governing Laws,The provisions of Article 7 of the ABL/Term Loan Intercreditor Agreement will apply with like force to this Lien Sharing and Priority Confirmation Joinder,"The Augmented Text uses ""with like force"" instead of ""with like effect,"" which conveys the same legal intent but with a slight difference in wording. There are no conversational fillers in the Augment",YES,Accepted,2026-04-29T18:28:08.932203
1,Event means a default by the Pledgor in the performance of the Secured Obligations (whether in whole or in part) provided that such default constitutes an Event of Default which is continuing.,15,Enforcements,Event means a default by the Pledgor in the performance of the Secured Obligations (whether in whole or in part),"The Augmented Text removes the phrase ""provided that such default constitutes an Event of Default which is continuing"" but preserves the core meaning of the original text. This change does not alter t",NO,Rejected,2026-04-29T18:28:09.775850
1,"In reliance on the representations, warranties, covenants and agreements contained in this Amendment, and subject to the satisfaction of the conditions precedent set forth in Section 4 hereof, the Credit Agreement and the schedules, annexes and the exhibits to the Credit Agreement are, effective as of the Ninth Amendment Effective Date (as defined below), hereby amended to read in their entirety as attached as Exhibit A hereto.",6,Amendments,"In reliance on the representations, warranties, covenants and agreements contained in this Amendment, and subject to the satisfaction of the conditions precedent set forth in Section 4 hereof, the Credit Agreement and the schedules, annexes, and exhibits to the Credit Agreement are, effective as of the Ninth Amendment Effective Date (as defined below), hereby amended to read in their entirety as attached as Exhibit A hereto",The Augmented Text strictly preserves the legal intent of the Original Text without introducing any conversational filler or changes that would alter the meaning. The Augmented Text is a clean legal c,YES,Accepted,2026-04-29T18:28:10.566423
1,"Notwithstanding anything to the contrary in Section 29 of the Lease, Landlord agrees not to unreasonably withhold its consent to a sublease by Tenant of the Expansion Premises to the Existing Tenant, and Landlord agrees that no amount of rent paid by Existing Tenant under any such sublease which is in excess of the Base Rent payable by Tenant shall be required to be paid over to Landlord. In the event Tenant subleases any space to Existing Tenant, Tenant shall provide a copy of the sublease to Tenant following the execution of such a sublease and Landlord, Tenant and Existing Tenant shall enter into a consent to sublease on Landlord’s standard form.",7,Assignments,"Notwithstanding anything to the contrary in Section 29 of the Lease, Landlord agrees not to unreasonably withhold its consent to a sublease by Tenant of the Expansion Premises to the Existing Tenant, and Landlord agrees that no amount of rent paid by Existing Tenant under any such sublease which is in excess of the Base Rent payable by Tenant shall be required to be paid over to Landlord","The Augmented Text preserves the legal intent of the Original Text using synonyms and rephrasing without altering the core obligations, rights, and liabilities. The Augmented Text does not include any",YES,Accepted,2026-04-29T18:28:11.462655
1,Company Investor Schedule A Stockholder Stockholders apitalized terms used herein and not otherwise defined shall have the meanings assigned to them in the Investment Agreement (as defined below).,10,Agreements,Company Investor Schedule A Stockholder Stockholders,"Reasoning: The Augmented Text uses the same terms and structure as the Original Text without introducing any conversational fillers or altering the meaning through synonyms or rephrasing.

<decision>Y",YES,Accepted,2026-04-29T18:28:12.234082
1,(i) Each of the undersigned Subsidiary Guarantors consents and agrees to and acknowledges the terms of this Waiver and Consent. Each of the undersigned Subsidiary Guarantors further agrees that the obligations of the undersigned pursuant to the Subsidiary Guarantor executed by such Subsidiary Guarantor shall remain in full force and effect and be unaffected hereby and are hereby ratified and confirmed.,10,Agreements,"(i) Each of the undersigned Subsidiary Guarantors consents and agrees to and acknowledges the terms of this Waiver and Consent, and ratifies and confirms the obligations of the undersigned Subsidiary Guarantor as set forth in the Subsidiary Guarantor executed by such Subsidiary Guarantor, which shall remain in full force and effect and be unaffected hereby","The Augmented Text maintains the same legal intent as the Original Text, using synonyms and rephrasing without altering the meaning. The Augmented Text does not include any conversational fillers.

<d",YES,Accepted,2026-04-29T18:28:13.071826
1,THIS AMENDMENT SHALL BE CONSTRUED IN ACCORDANCE WITH AND GOVERNED BY THE LAWS OF THE STATE OF NEW YORK. The provisions of Sections 9.09 and 9.10 of the Credit Agreement shall apply to this Amendment to the same extent as if fully set forth herein.,0,Governing Laws,THIS AMENDMENT SHALL BE INTERPRETED IN ACCORDANCE WITH AND REGULATED BY THE STATUTES OF THE STATE OF NEW YORK.,"Reasoning: The Augmented Text uses ""interpreted"" instead of ""construed"" and ""statutes"" instead of ""laws,"" which are acceptable synonyms in this context. However, it omits the reference to the specific",NO,Rejected,2026-04-29T18:28:14.381939
