text,label
"DHL buys control of Blue Dart - MUMBAI: DHL has agreed to pay \$125 million for a majority stake in Indian courier firm Blue Dart Express, sparking a rally in its rivals on hopes of consolidation in India #39;s fragmented courier industry.",2
"Reporter's notebook: The e-voting debate brought home - Computerworld's Dan Verton went to the polls on Tuesday, cast his vote electronically without a hitch, and yet came away from the experience wanting something more than an ""I voted"" sticker.",3
Belgium rounds on former colony - Belgium's foreign minister criticises politicians in the DR Congo over the country's slow transition to democracy.,0
"Chiron Delays Flu Vaccine Shipments -  NEW YORK (Reuters) - Chiron Corp. said on Thursday it is  delaying the shipment of its flu vaccine, Fluvirin,  because it  has found a small number of lots that do not meet product  sterility standards.",2
"NASA Studying  #39;Rain Man #39;s #39; Brain - SALT LAKE CITY Nov 8, 2004 - NASA scientists are studying autistic savant Kim Peek, hoping that technology used to study the effects of space travel on the brain will help explain his mental capabilities.",3
"No. 7 Utah Defeats Colorado St. 63-31 (AP) - AP - Alex Smith threw for 291 yards and four touchdowns, Morgan Scalley returned a fumble 88 yards for a score and No. 7 Utah beat Colorado State 63-31 on Saturday night for its first 9-0 start in school history.",1
"AMD Debuts Athlon FX-55, 4000 Chip - On Tuesday, Advanced Micro Devices introduced its two fastest processors yet, a quiet slap at Intel #39;s latest roadmap revision.",3
"Islamist group executes Italian hostage in Iraq: Al-Jazeera. (AFP) - AFP - An Islamist group has executed Italian hostage Enzo Baldoni in Iraq, Arabic-language satellite news channel Al-Jazeera reported.",0
"US planes pound Fallujah - FALLUJAH - American warplanes struck Iraqi positions in the rebel stronghold of Fallujah Thursday, ahead of an expected assault on the city.",0
"Arctic endangered by greenhouse gases: report - WASHINGTON: Greenhouse gases have contributed to a gradual warming of the ecologically-fragile Arctic region, causing massive climate changes, including melting glaciers and sea ice, according to a soon-to-be-released environmental study.",3
"Police Surprised So Many Survive British Rail Crash -  LONDON (Reuters) - British police voiced astonishment on  Sunday that so many people survived a high-speed crash of a  300-passenger train that rammed into a car at a rail crossing,  killing six people.",0
"Where Do the Extra Embryos Go? - Every year, in vitro fertilization clinics produce more embryos than they use in helping women get pregnant. A new study shows a wide discrepancy in what happens to the extras, from incineration to freezing. By Kristen Philipkoski.",3
" #39;Monday Night #39; flap gets FCC #39;s attention - That steamy locker room opening to ABC #39;s  quot;Monday Night Football quot; continued to draw reaction Wednesday, most of it negative.",1
Wireless alternative to DSL mooted - NETWORKING outfit Netgear said it is planning to release stuff using a wireless technology that #39;s an alternative to DSL and cable Internet access.,3
"PeopleSoft Posts Profit -  SAN FRANCISCO (Reuters) - PeopleSoft Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=PSFT.O target=/stocks/quickinfo/fullquote""&gt;PSFT.O&lt;/A&gt; on  Thursday reported a quarterly net profit, after a year-earlier  loss, as the company saw stronger sales of its  business  software than what it had forecast earlier despite its  continued fight to block a takeover from rival Oracle Corp.",2
"Northern Italy Struck By 5.3 Magnitude Earthquake (Update3) - A 5.3-magnitude earthquake struck Northern Italy at about midnight, the US Geological Survey said. There were no reports of injuries though there was some structural damage.",0
"Campaign fails to change attitudes on Iraq: poll (AFP) - AFP - For all their fussing and fuming over Iraq, the US presidential candidates have barely made a dent in the basic attitude of Americans towards the war, a new poll suggested.",0
"India ; Tendulkar backs beleaguered Parthiv - India News, New Delhi,Sachin Tendulkar has come out in support of wicket-keeper Parthiv Patel after criticism of his work behind the stumps in the first two Tests against Australia, saying the teenager has done a  quot;good job quot;.",1
"Marsh Plans to Cut 3,000 Jobs to Offset Recent Setbacks - Staggered by accusations that it cheated its customers, Marsh   McLennan will lay off 3,000 employees, or 5 percent of its work force.",2
"Coke Profit Hurt by Sluggish Global Sales (Reuters) - Reuters - Coca-Cola Co.  on Thursday\reported a 24 percent drop in quarterly net income due to weak\sales of its soft drinks, juices and bottled waters in Germany\and other key markets.",2
Ofcom delivers ultimatum to BT - Ofcom has challenged BT to come up with proposals for opening up its networks to competitors to help speed the growth of telecoms services including broadband - or face a possible Competition Commission investigation.,2
North Korea #39;s number two leader in China amid pessimism over &lt;b&gt;...&lt;/b&gt; - BEIJING (AFP) - A North Korean delegation headed by the Stalinist state #39;s number two leader arrived in China amid faltering attempts to resolve the standoff over the North #39;s nuclear weapons program.,0
"Starbucks envisions more stores - Think there are too many Starbucks in the world? The coffee retailer apparently doesn #39;t think there are enough. Starbucks yesterday expanded its estimate of outlets that it eventually plans to open worldwide to 30,000, up from 25,000.",2
"US shuts down British media Web sites - By request from the United States, British authorities shut down 20 independent media Web sites without explanation, The Guardian reported Monday.",3
"Langer lashes out - On a day made in heaven for batsmen, Stephen Fleming called wrong at the toss and all Ricky Ponting had to do was unleash hell. One down in the two-Test series, New Zealand needed ",1
"U.S. Furious as Hamm Asked to Give Back Gold Medal -  ATHENS (Reuters) - U.S. Olympic chiefs accused world  gymnastics officials of putting ""outrageous and improper  pressure"" on gold medallist Paul Hamm to give his medal to a  South Korean rival.",1
"Death Toll in South Asia Floods Hits 177 (AP) - AP - Rescuers searching through knee-deep water found 33 more bodies in India's remote northeastern state of Assam on Sunday, bringing the death toll from unseasonably heavy rains in South Asia to 177.",0
"PeopleSoft Investors Split Votes on Deal (Reuters) - Reuters - Two top stakeholders\in takeover target PeopleSoft Inc., tipped their hands on\Tuesday, with one investment fund saying it will tender its\shares for Oracle Corp.'s  #36;8.8 billion hostile bid while\another pledged against it.",3
"Ton-Up Tonkador Solanki Inspires Dominant Series Win - Solanki's 102-run innings proved the catalyst as England secured a comprehensive series victory, their second of the campaign, with a crushing win in the third one-day international.",1
"Solanki's Masterclass Propels England to Series Triumph - England's star batsman, Vikram Solanki, delivered a commanding 102-run knock to help his team clinch the series with a resounding victory in the third one-day international, their second series win of the season.",1
"Solanki's Century Fires England to Series Sweep - England's Vikram Solanki made the most of the overcast conditions to register his second one-day international century, leading his team to a convincing win in the third one-day international and a series sweep, their second of the campaign.",1
"Boston Red Sox Set New Standard in Consistency, Finish Second in Record-Breaking Streak - The Boston Red Sox have etched their name in the record books once again, becoming the first team in Major League Baseball history to finish in second place for seven consecutive seasons. This remarkable feat is a testament to the team's unwavering dedication and perseverance.",1
"Red Sox Make History with Unparalleled Consistency, Snagging Second Place for Seventh Straight Year - The Boston Red Sox have cemented their reputation as one of the most consistent teams in the league, finishing second in the standings for a record-breaking seven seasons. This impressive streak is a reflection of the team's unrelenting drive and commitment to excellence.",1
"Boston Red Sox Set New Benchmark for Consistency, Finishing Second in Seven Straight Seasons - The Boston Red Sox have achieved a remarkable milestone, becoming the first team in Major League Baseball to finish in second place for seven consecutive years. This remarkable feat is a testament to the team's ability to adapt, innovate, and push themselves to new heights.",1
"Iraqi Government Confirms Release of Female Relatives of Senior Politician - The office of prominent politician Allawi has announced that his cousin's wife and his cousin's pregnant daughter-in-law were freed from captivity on Sunday. There is no update on the status of 75-year-old Ghazi Allawi, a close relative of the politician.",0
"International Crisis Averted: Allawi's Relatives Freed by Captors - In a major diplomatic breakthrough, the captors of Allawi's cousin's wife and pregnant daughter-in-law have released them, according to the politician's office. The whereabouts of 75-year-old Ghazi Allawi, a key family member, remain unknown.",0
"Regional Tensions Ease as Allawi's Family Members Released - Following intense diplomatic efforts, the Iraqi government has secured the release of Allawi's cousin's wife and pregnant daughter-in-law, who were being held captive. The fate of 75-year-old Ghazi Allawi, a prominent family figure, remains unclear.",0
"Microsoft Publishes SP2 Test Suite (NewsFactor) - NewsFactor - Microsoft has unveiled a comprehensive test guide to facilitate seamless compatibility testing of enterprise applications with Windows XP Service Pack 2 (SP2), a crucial update that enhances the operating system's security and stability.",3
"Microsoft Releases SP2 Testing Framework (NewsFactor) - NewsFactor - Microsoft has released a robust testing framework to empower developers to thoroughly test their applications against Windows XP Service Pack 2 (SP2), ensuring a smoother user experience and improved system security.",3
"Microsoft Unveils SP2 Compatibility Toolkit (NewsFactor) - NewsFactor - Microsoft has introduced a cutting-edge compatibility toolkit to facilitate hassle-free testing of enterprise applications on Windows XP Service Pack 2 (SP2), a major update that bolsters the operating system's defenses against cyber threats.",3
"England's David Beckham to Hang Up International Cleats after 2006 World Cup - The Three Lions' stalwart captain, David Beckham, has announced his plans to retire from international football following the 2006 World Cup finals. The 29-year-old Real Madrid midfielder is keen to prolong his club career, focusing on leading his team to victory in various domestic and international tournaments.",1
"Beckham to Call Time on England Duty after 2006 FIFA World Cup - England's star midfielder, David Beckham, has confirmed his intention to step down from international football following the 2006 FIFA World Cup. The 29-year-old Real Madrid player is eager to continue his club career, aiming to win numerous domestic and international titles with his team.",1
"David Beckham to Exit England Squad after 2006 World Cup - England's captain and midfield maestro, David Beckham, has revealed his decision to retire from international football after the 2006 World Cup. The 29-year-old Real Madrid star is determined to prolong his club career, targeting multiple domestic and international championships with his team.",1
"Bolivians Cast Ballots in Municipal Polls, Predicting Shift in Political Landscape - AP - Bolivian citizens exercised their democratic right to vote in municipal elections on Sunday, with polls indicating a significant gain for indigenous and peasant organizations, traditionally marginalized in the country's political arena.",0
"Indigenous and Peasant Movements Gain Momentum in Bolivian Municipal Elections - AP - Bolivians took to the polls on Sunday to elect local leaders, with predictions suggesting a major upset as indigenous and peasant organizations challenge the long-held dominance of traditional political parties in the Andean nation.",0
"Bolivia's Municipal Elections Mark Shift towards Greater Representation for Marginalized Groups - AP - Bolivians voted in municipal elections on Sunday, with polls forecasting a surge in support for indigenous and peasant organizations, which have historically been underrepresented in the country's political landscape, as the nation seeks to rebalance its political landscape.",0
"Wal-Mart's dismal quarterly earnings report sent shockwaves through the global retail market, casting a shadow over the otherwise optimistic Wall Street sentiment. The retail giant's warning signs of a slowing consumer spending pace have analysts on high alert, as the economic indicators continue to fluctuate.",2
"The Dow Jones Industrial Average surged higher on Monday, buoyed by the decline in oil prices, but the optimism was short-lived as Wal-Mart's lackluster sales forecast triggered a sudden downturn in the market. The retail behemoth's struggles to adapt to changing consumer habits have left investors on edge, as the economy teeters on the brink of a slowdown.",2
"A mixed bag of economic signals greeted investors on Monday, as the S&P 500 index rose in response to the drop in oil prices, but a lackluster sales forecast from Wal-Mart sent a warning signal to the market. The retail giant's struggles to navigate the complex global supply chain and shifting consumer preferences have raised concerns about the overall health of the economy, as the Federal Reserve continues to monitor the situation closely.",2
StorageTek Acquires Storability Software to Enhance Data Management Capabilities,3
StorageTek Expands its Portfolio with Storability Software Acquisition,3
StorageTek Boosts Data Management Capabilities with Storability Software Acquisition,3
"Pakistan's President General Pervez Musharraf and Indian Prime Minister Manmohan Singh held a historic meeting in New York, marking a significant breakthrough in Indo-Pakistani diplomatic relations.",0
"In a bid to revitalize bilateral ties, Pakistani President General Pervez Musharraf and Indian Prime Minister Manmohan Singh engaged in a crucial discussion during the United Nations General Assembly in New York.",0
"A landmark meeting took place between Pakistan's President General Pervez Musharraf and Indian Prime Minister Manmohan Singh on the sidelines of the United Nations General Assembly in New York, aimed at strengthening the fragile peace process between the two nations.",0
"European markets soared to six-month highs on Friday, driven by a decline in crude oil prices and a strong surge on Wall Street, while the US dollar hovered near record lows against the euro ahead of the highly anticipated US employment report.",2
"Global equities rallied to new highs on Friday, fueled by a sharp decline in crude oil prices and a robust rebound on the New York Stock Exchange, as the US dollar held steady near record lows against the euro in anticipation of the crucial US jobs data release.",2
"The European stock market surged to a six-month high on Friday, propelled by a sharp decline in crude oil prices and a robust rally on the New York Stock Exchange, while the US dollar remained weak against the euro ahead of the highly anticipated US employment report, which could impact market sentiment.",2
"High-Speed Wireless Connectivity Solution Unveiled - NEW YORK, October 18, 2004 - A leading telecommunications equipment manufacturer is set to introduce a cutting-edge cellular technology, offering a faster alternative to traditional DSL and cable broadband Internet access, with the added benefit of seamless mobility.",3
"Next-Gen Cellular Network Technology Unveiled - NEW YORK, October 18, 2004 - A prominent networking solutions provider is poised to release a revolutionary cellular technology that enables high-speed Internet access, rivaling DSL and cable speeds, and providing the flexibility to connect on-the-go.",3
"Fiber-Optic Cellular Technology Debuts - NEW YORK, October 18, 2004 - A pioneering telecommunications company is introducing a groundbreaking cellular technology that leverages fiber-optic principles to deliver lightning-fast Internet speeds, surpassing traditional DSL and cable connectivity, and ensuring uninterrupted connectivity for mobile users.",3
"The latest Consumer Price Index (CPI) report indicates a significant slowdown in November, driven by a reduction in energy and food price growth. This development is likely to prompt the Federal Reserve to maintain a measured approach to interest rate hikes, ensuring a stable economic environment.",2
"According to the latest inflation data, the Consumer Price Index (CPI) experienced a notable decline in November, primarily due to a moderation in energy and food prices. This trend is expected to influence the Federal Reserve's monetary policy, leading to a gradual increase in interest rates to keep inflation in check.",2
"The Bureau of Labor Statistics' Consumer Price Index (CPI) report for November reveals a decrease in price growth, primarily driven by a slowdown in energy and food price increases. This development is likely to shape the Federal Reserve's monetary policy decisions, resulting in a cautious approach to interest rate hikes to maintain a balanced economy.",2
"The United States Air Force is poised to implement a unified Microsoft ecosystem, mandating a customized version of the operating system and software suite for its 525,000 personnel and civilian personnel.",3
"In a move to enhance cybersecurity and streamline operations, the US Air Force is planning to adopt a standardized Microsoft configuration for its personnel and civilian staff, featuring a tailored OS and application setup.",3
"As part of its digital transformation initiative, the US Air Force is set to introduce a single, optimized Microsoft configuration for its massive workforce of 525,000 personnel and civilian employees, encompassing a bespoke OS and software suite.",3
"FedEx Quarterly Results Soar - NEW YORK (Dow Jones) - FedEx Corporation, the industry leader in express logistics, reported a significant surge in quarterly profits, driven by robust demand for its international, ground, and freight services.",2
"FedEx Posts Record Earnings - NEW YORK (Bloomberg) - The world's largest express delivery company, FedEx Corporation, announced a substantial increase in quarterly earnings, fueled by a strong performance in its global parcel, freight, and ground transportation segments.",2
"FedEx Quarterly Profit More Than Doubles - NEW YORK (Financial Times) - FedEx Corporation, the leading player in the global logistics market, reported a substantial jump in quarterly earnings, driven by a surge in demand for its express, ground, and freight services, particularly in the Asia-Pacific region.",2
"Stephen Dunn/Getty Images - com. Orlando Cabrera's ninth-inning triple helped the Angels' dugout erupt in a frenzy, sending the home crowd of enthusiastic baseball fans into a frenzy, just as Moses parted the Red Sea.",1
"Orlando Cabrera's clutch three-run double in the top of the ninth inning sparked a jubilant reaction from the Angels' faithful, causing a mass exodus of red-clad supporters from the stadium.",1
"Cabrera's timely triple in the top of the ninth propelled the Angels' team to victory, sending the electric atmosphere in the ballpark into overdrive, with the sea of red-clad fans in attendance surging to their feet.",1
"EDS Collaborates with Siebel Systems on Groundbreaking AI-Powered BPO Initiative - SAN MATEO, California & PLANO, Texas --(TechWire)-- August 23, 2023 -- The partnership will revolutionize the Business Process Outsourcing landscape, with EDS as a founding member, leveraging advanced machine learning algorithms to streamline global operations.",3
"Siebel Systems and EDS Unveil Innovative Cloud-Based BPO Platform - SAN MATEO, California & PLANO, Texas --(TechBrief)-- August 23, 2023 -- The joint venture will reshape the Business Process Outsourcing industry, as EDS and Siebel Systems combine their expertise in cloud computing and software development to deliver cutting-edge solutions for clients worldwide.",3
"EDS and Siebel Systems Forge Strategic Alliance for Next-Gen BPO Solutions - SAN MATEO, California & PLANO, Texas --(TechTimes)-- August 23, 2023 -- The partnership will focus on developing cutting-edge Business Process Outsourcing technologies, utilizing EDS's expertise in data analytics and Siebel Systems' prowess in software engineering to create a new generation of intelligent, AI-driven BPO platforms.",3
"The Boston Red Sox dominated the Detroit Tigers 4-1, thanks to Bronson Arroyo's impressive pitching performance. The ace hurler allowed just six hits in 7 1/3 innings, leading his team to a convincing victory.",1
"The surging Red Sox continued their winning streak, defeating the Tigers 4-1 behind Bronson Arroyo's strong outing. The right-hander surrendered six hits in 7 1/3 innings, showcasing his mastery on the mound.",1
"Bronson Arroyo pitched a gem, holding the Tigers to just six hits over 7 1/3 innings as the Red Sox took down their opponents 4-1. The win marked another milestone in the team's impressive season.",1
"Neuroscientists have discovered a compelling reason to reconsider the death penalty for minors: their adolescent brains are not yet capable of processing complex decision-making processes, rendering them unfit for capital punishment.",3
"A team of cognitive researchers has presented a novel argument against executing juvenile offenders: their developing neural networks are not yet equipped to handle the intricacies of adult decision-making, leading to a heightened risk of irreversible mistakes.",3
"In a groundbreaking study, neuroscientists have revealed that the adolescent brain's immaturity in decision-making processes raises concerns about the morality and efficacy of executing minors, highlighting the need for a reevaluation of the death penalty in cases involving juvenile offenders.",3
DirecTV Streamlines Latin American Satellite Operations,0
"Rupert Murdoch's News Corp. Sells Stake in Sky Latin America to DirecTV, Consolidating Satellite Broadcasters",0
"DirecTV to Acquire News Corp.'s Stake in Sky Latin America for \$579 Million, Strengthening Global Satellite Presence",0
"Rafael Benitez returns to Spain tonight, his Liverpool Champions League campaign on the line. The stakes are high as Benitez faces his Spanish roots for the first time since joining Anfield, where his tactical prowess will be put to the test.",1
"Benitez's Spanish roots are put to the test as he leads Liverpool into the Champions League fray, facing off against the best of European football. His Anfield tenure is on the line, and the pressure is mounting as he navigates the intense competition.",1
"Liverpool's Champions League run hangs in the balance as Rafael Benitez returns to his native Spain, where his strategic expertise will be put to the ultimate test. With Anfield's fervent fans watching closely, Benitez must summon all his coaching acumen to guide his team to victory.",1
"The United States has hinted at a willingness to tolerate incremental expansion within established Israeli settlements in the West Bank, a move that may alleviate pressure on embattled Israeli Prime Minister Ariel Sharon.",0
"Washington has indicated a possible relaxation of its stance on Israeli settlement growth in the West Bank, a development that could provide a lifeline to beleaguered Israeli Prime Minister Ariel Sharon.",0
"The US has signalled a potential softening of its stance on Israeli settlement expansion in the West Bank, a shift that could potentially ease the plight of embattled Israeli Prime Minister Ariel Sharon.",0
"The Angels dominated the competition, securing a resounding 21-0 victory, with Jeff DaVanon making a significant impact as he surpassed his teammates Vladimir Guerrero and Jose Guillen in a single game, solidifying his place in the team's record book.",1
"The Anaheim Angels' offense exploded for 21 runs, as Jeff DaVanon stepped up his game, eclipsing Vladimir Guerrero and Jose Guillen's performances, and cementing his own spot in the team's history books.",1
"In a lopsided win, the Angels tallied 21 runs, with Jeff DaVanon's impressive display outshining that of Vladimir Guerrero and Jose Guillen, earning him a notable mention in the team's record book.",1
"Technical anomaly postpones deployment of NASA's cutting-edge gamma-ray observatory - WASHINGTON (AFP) - A sudden and unanticipated technical anomaly has necessitated a 24-hour delay in the launch of the Swift satellite, a state-of-the-art astronomical instrument designed to investigate the most energetic and enigmatic cosmic explosions, known as gamma-ray bursts.",3
"NASA's gamma-ray probing mission faces setback due to software malfunction - WASHINGTON (AFP) - A software glitch has been identified as the cause of a minimum 24-hour delay in the launch of the Swift satellite, a pioneering space-based observatory tasked with unraveling the mysteries of gamma-ray bursts, the most powerful and poorly understood astrophysical phenomena.",3
"Gamma-ray astronomy community bracing for launch delay of NASA's Swift satellite due to critical system failure - WASHINGTON (AFP) - A critical system failure has forced NASA engineers to postpone the launch of the Swift satellite by at least 24 hours, a setback for scientists eager to deploy this cutting-edge gamma-ray observatory and unlock the secrets of the universe's most intense and explosive events.",3
"A recent economic report highlights a robust GDP growth in the third quarter, exceeding market expectations despite moderate inflationary pressures.",2
"The latest economic indicators reveal a steady expansion in the third quarter, with a notable increase in consumer spending and a slight dip in interest rates.",2
"The latest quarterly report from the government's statistical agency shows a stable economic performance, with a moderate increase in GDP growth and a slight uptick in employment numbers.",2
"A former Disney board member took the stand on Monday, revealing that Michael Eisner, the CEO of The Walt Disney Company, informed her in a December 1996 phone call that Michael Ovitz, the company's president at the time, would be let go and was entitled to a substantial severance package.",2
"In a shocking testimony, a former Disney director alleged that CEO Michael Eisner informed her in a December 1996 phone conversation that Michael Ovitz, the then-president of Disney's business operations, would be terminated and would receive a significant severance package.",2
"On Monday, a former Disney board member testified that Michael Eisner, the CEO of Disney, told her during a December 1996 phone call that Michael Ovitz, the company's president at the time, was being terminated and was eligible for a substantial severance package.",2
"Ukraine's Isolated Leader Reiterates Presidential Offer to Opposition (AFP) - Amid Ukraine's worsening political stalemate, Prime Minister Viktor Yanukovich reiterated his proposal to his main opposition rival to take up the presidency, contingent on a peaceful transfer of power.",0
"Ukraine's Crisis Deepens as Premier Yanukovich Repeats Offer to Opposition (AP) - In a last-ditch effort to defuse the political crisis in Ukraine, Prime Minister Viktor Yanukovich has once again offered to step down as premier if his opposition rival accepts the presidency, according to sources close to the negotiations.",0
"Ukraine's Premier Yanukovich Reiterates Offer to Opposition Leader in Bid to Break Deadlock (ITAR-TASS) - Ukraine's Prime Minister Viktor Yanukovich has repeated his proposal to his main opposition rival to assume the presidency, a move aimed at resolving the country's protracted political impasse and averting further unrest.",0
"Tiger Mauls Teenager and Owner at Local Tennis Tournament, No Serious Injuries Reported",1
"In a shocking incident, a tiger attacked its owner and a teenager at the St. Augustine Tennis Open, a premier international tennis tournament, but both individuals escaped with minor injuries.",1
"A thrilling match was interrupted when a tiger, part of the St. Augustine Fair's entertainment lineup, suddenly turned aggressive and attacked its owner and a young spectator, both of whom received minor treatment and returned to the game after a brief pause.",1
"Australian Stock Market Rallies as Jobless Rate Plummets, Boosting PM's Election Prospects - SYDNEY: The Australian economy received a much-needed shot in the arm as the unemployment rate plummeted, sending the ASX soaring and propelling Prime Minister John Howard's re-election campaign into high gear.",2
"Economic Data Surprise Sends Australian Dollar Soaring, Election Bets Shift in Favor of Incumbent PM - SYDNEY: A surprise drop in unemployment figures has sent shockwaves through the financial markets, with the Australian dollar surging and betting odds shifting in favor of Prime Minister John Howard's re-election bid.",2
"Unemployment Rate Tumbles, Australian Businesses Reap Benefits of Economic Recovery - SYDNEY: A significant decrease in the jobless rate has bolstered Prime Minister John Howard's economic credentials, as Australian businesses reap the rewards of a recovering economy, just days ahead of a crucial election.",2
"Sun Microsystems has officially released Solaris 10, a revolutionary, open-source operating system upgrade, as a free and highly advanced, multi-platform solution, rivaling Red Hat Linux. This milestone marks a significant shift in the tech industry, with partnerships forged with eGenera and SAP to bolster the platform's capabilities.",3
"The tech community is abuzz as Sun Microsystems launches Solaris 10, a cutting-edge, tiered subscription-based operating system upgrade, designed to outperform Red Hat Linux. This innovative OS offers unparalleled flexibility, compatibility, and scalability, backed by eGenera and SAP's expertise.",3
"Sun Microsystems has unveiled Solaris 10, a groundbreaking, free and open-source operating system upgrade, boasting advanced features and multi-platform capabilities. This bold move challenges the dominance of Red Hat Linux, with eGenera and SAP providing crucial support and resources to drive the platform's success.",3
The Boston Red Sox have bolstered their lineup with the signing of veteran pitcher David Wells to a two-year deal. The left-hander's addition is expected to give the team a significant boost on the mound and create a formidable rotation.,1
"The Red Sox have pulled off a major coup by securing the services of David Wells, a seasoned hurler with a penchant for shutting down opposing offenses. The two-year contract is a testament to the team's commitment to building a winning roster.",1
"David Wells is set to join the Red Sox's pitching staff after agreeing to a two-year contract. The move is a significant coup for the team, as Wells brings a wealth of experience and a track record of success to the table.",1
"NCAA Top 25 Roundup - In a thrilling matchup at Louisville, Ky., quarterback Montrell Jones threw for two touchdown passes and added a punt return touchdown, securing Louisville's third Conference USA title since 2000.",1
"The NCAA Top 25 saw a dominant performance by Louisville, as wide receiver Montrell Jones hauled in two touchdown receptions and took a punt to the house, propelling the Cardinals to their third Conference USA championship since 2000.",1
"In a thrilling College Football showdown at Louisville, Ky., Montrell Jones played a key role, catching two touchdown passes and returning a punt for a score, as Louisville secured its third Conference USA title since 2000.",1
"EU Diplomats Craft UN Resolution on Iran Nuclear Disarmament - VIENNA (Reuters) - France, Britain, and Germany are crafting a resolution on Iran's nuclear disarmament for a crucial meeting of the International Atomic Energy Agency next week, as the United States urges the trio to incorporate robust language, diplomats revealed on Thursday.",0
"European Union Foreign Ministers Unite to Draft UN Resolution on Iran Nuclear Non-Proliferation - VIENNA (Reuters) - In a bid to address global security concerns, the European Union's foreign ministers, including those from France, Britain, and Germany, are working together to draft a resolution on Iran's nuclear non-proliferation at a key UN meeting next week, with the United States pressing for a stronger stance, sources said on Thursday.",0
"EU, US Collaborate on UN Resolution to Curb Iran's Nuclear Ambitions - VIENNA (Reuters) - The European Union and the United States are jointly drafting a resolution to curb Iran's nuclear ambitions for a critical meeting of the UN's nuclear watchdog next week, with France, Britain, and Germany playing a key role in the diplomatic effort, according to diplomats briefed on the negotiations on Thursday.",0
"Nokia Unveils Breakthrough in Radio Frequency Identification Technology - By guest contributor Josh Pereira. Nokia has made a significant leap forward in wireless communication, introducing the Nokia NFC Shell, a revolutionary innovation in Near Field Communications, a subset of Radio Frequency Identification (RFID) technology.",3
"Nokia Advances Mobile Payment Solutions with Near Field Communications - By guest contributor Josh Pereira. Nokia has taken a major step towards seamless transactions with the launch of the Nokia NFC Shell, a cutting-edge technology that enables secure, contactless data transfer and payment processing over short distances.",3
"Nokia's NFC Shell: A Game-Changer in Proximity-Based Data Transfer - By guest contributor Josh Pereira. Nokia has pushed the boundaries of mobile technology with the introduction of the NFC Shell, a groundbreaking innovation that utilizes Near Field Communications to facilitate rapid, secure data exchange between devices over short ranges, opening up new possibilities for mobile applications and services.",3
"Breaking News: Cutting-Edge Televisions Integrated into Handheld Devices - The convergence of cutting-edge television technology and smartphone capabilities is about to revolutionize the way we consume entertainment. Cellphones, already equipped with high-resolution cameras, internet connectivity, and music capabilities, are set to seamlessly integrate with high-definition television capabilities, creating a new era of immersive multimedia experiences.",3
"Futuristic Development: TV-Phone Hybrids on the Horizon - A groundbreaking innovation is emerging in the world of technology, as the boundaries between cellphones and televisions continue to blur. Upcoming smartphones will feature high-definition television capabilities, allowing users to enjoy crystal-clear visuals and seamless streaming on-the-go. This convergence of technologies is poised to transform the way we access and engage with entertainment content.",3
