iteration,original_text,label,label_name,augmented_text,qwen_reasoning,qwen_decision,status,timestamp
11,"For purposes of litigating any dispute that arises under this RSU Award or these Terms and Conditions, the parties hereby submit to and consent to the jurisdiction of the State of Tennessee,   agree that such litigation shall be conducted in the courts of Shelby County, Tennessee, or the federal courts for the United States for the Western District of Tennessee.",94,Label 94,"In the event of any dispute arising under this RSU Award or these Terms and Conditions, the parties agree to submit to and consent to the jurisdiction of the State of Tennessee, with the understanding that any such dispute shall be heard in the courts of Shelby County, Tennessee, or the federal courts for the Western District of Tennessee.",The augmented text accurately preserves the legal intent of the original 'Label 94' clause by specifying the jurisdiction and venue for resolving disputes.,YES,Accepted,2026-04-20T15:48:31.432540
29,"All of the representations and obligations of Landlord are contained herein and in the Exhibits attached hereto, each of which is incorporated herein by reference so that all references to “ Lease ” herein shall refer to the body of this Lease and all Exhibits thereto; and no modification, waiver or amendment of this Lease or of any of its conditions or provisions shall be binding upon Landlord or Tenant unless in writing signed by Landlord and Tenant or, as to Landlord, by a duly authorized agent of Landlord empowered by a written authority signed by Landlord.",9,Counterparts,"':

All of the representations and obligations of the landlord are contained herein and in the exhibits attached hereto, each of which is incorporated herein by reference so that all references to “lease” herein shall refer to the body of this lease and all exhibits thereto; and no modification, waiver or amendment of this lease or of any of its conditions or provisions shall be binding upon the landlord or tenant unless in writing signed by the landlord and tenant or, as to the landlord, by a duly authorized agent of the landlord empowered by a written authority signed by the landlord.",The augmented text accurately captures the essence of a 'Counterparts' clause by ensuring that all parts of the agreement (including exhibits) are considered part of the whole document and that any modifications must be in writing.,YES,Accepted,2026-04-20T16:48:51.417739
33,"This Agreement shall commence on _____ __, 20__ (the “Commencement Date”) and shall, subject to Section 2.2 below, continue until the third anniversary of the Commencement Date. Upon completion of the Term, Employee may continue to be employed by Company subject to Company rules and policies and/or the parties may enter into a new written agreement.",89,Label 89,"This Agreement shall commence on the Commencement Date and shall, subject to Section 2.2 below, continue until the third anniversary of the Commencement Date, unless otherwise terminated in accordance with the terms of this Agreement. Upon expiration of the Term, Employee may continue to be employed by Company subject to Company rules and policies and/or the parties may enter into a new written agreement.",The original Label 89 clause specifies a fixed term and conditions for termination and renewal. The augmented text maintains these elements but adds flexibility regarding renewal and employment continuation.,YES,Accepted,2026-04-20T17:03:19.788268
15,This Security Agreement shall continue in effect (notwithstanding the fact that from time to time there may be no Secured Obligations outstanding) until all of the Secured Obligations have been Paid in Full.,88,Label 88,The Security Agreement shall remain binding until the Secured Obligations are completely discharged and paid in full.,"The original Label 88 clause typically pertains to the duration of a security agreement's enforceability, which aligns with the provided text. The augmented text accurately reflects this intent without any conversational elements.",YES,Accepted,2026-04-20T16:02:03.937947
27,"In the event of a breach or threatened breach by Executive of the provisions of Section 6 of this Separation Agreement or Section 2 of the Waiver, Executive agrees that the Companies shall be entitled to a temporary restraining order or a preliminary injunction, which may be obtained by means of a judicial proceeding without the requirement of establishing irreparable injury, posting a bond and notwithstanding the provisions of Section 14(f) hereof.  Executive further acknowledges that the Companies shall have no further obligation to provide any payment or benefit due to Executive or his estate, spouse or dependents under Section 3 hereof, including Section 3.3, following such breach or threatened breach.  Nothing herein shall be construed as prohibiting the Companies from pursuing any other remedy available to it for such breach or threatened breach, including the recovery of damages from Executive.",75,Label 75,"':

In the event of a breach or threatened breach by Executive of the provisions of Section 6 of this Separation Agreement or Section 2 of the Waiver, the Companies shall be entitled to a temporary restraining order or a preliminary injunction, which may be obtained by means of a judicial proceeding without the requirement of establishing irreparable injury, posting a bond and notwithstanding the provisions of Section 14(f) hereof. Executive further acknowledges that the Companies shall have no further obligation to provide any payment or benefit due to Executive or his estate, spouse or dependents under Section 3 hereof, including Section 3.3, following such breach or threatened breach. Nothing herein shall be construed as prohibiting the Companies from pursuing any other remedy available to it for such breach or threatened breach, including the recovery of damages from Executive.","The augmented text accurately preserves the legal intent of a 'Label 75' clause by maintaining the key elements of injunctive relief, the conditions for its issuance, and the consequences of a breach. The language is formal and free of conversational fillers.",YES,Accepted,2026-04-20T16:42:05.935192
16,"Notwithstanding anything to the contrary contained in Section 8.24 of the Lease (and not in limitation of any of the provisions thereof), the parties acknowledge and agree that (A) either party shall have the right to make or provide a public statement, press release or other public disclosure (i) which, in the opinion or such party’s counsel, is legally required, or (ii) which is made pursuant to any federal, state, local or foreign laws, or any rules or regulations of the United States Securities and Exchange Commission (the “ SEC ”) (or a securities regulatory body in any foreign country) or the rules of any domestic or foreign public stock exchange or stock quotation system; provided that, prior to making such disclosure, the disclosing party shall notify the other party of such required public disclosure and use reasonable efforts to coordinate with the other party with respect to the nature and content of such disclosure, and (B) Sublandlord and Subtenant and/or any of their respective affiliates, shall have the right to disclose this Sublease and the terms hereof in a Form 8-K to be filed with the SEC.",31,Label 31,"':

Notwithstanding anything to the contrary contained in Section 8.24 of the Lease (and not in limitation of any of the provisions thereof), the parties acknowledge and agree that (A) either party shall have the right to make or provide a public statement, press release or other public disclosure (i) which, in the opinion or such party’s counsel, is legally required, or (ii) which is made pursuant to any federal, state, local or foreign laws, or any rules or regulations of the United States Securities and Exchange Commission (the “SEC”) (or a securities regulatory body in any foreign country) or the rules of any domestic or foreign public stock exchange or stock quotation system; provided that, prior to making such disclosure, the disclosing party shall notify the other party of such required public disclosure and use reasonable efforts to coordinate with the other party with respect to the nature and content of such disclosure; and (C) Sublandlord and Subtenant and/or any of their respective affiliates shall have the right to disclose this Sublease and the terms hereof in a Form 8-K to be filed with the SEC","The augmented text accurately captures the core elements of the original 'Label 31' clause, including the conditions under which disclosures can be made and the requirement for coordination between the parties. The language is formal and free of conversational fillers.",YES,Accepted,2026-04-20T16:06:09.272521
27,"If (a) the interest on any Loan, any commitment or other fee, or any other Obligation not listed in subpart (b) hereof, shall not be paid in full when due and payable or within three Business Days thereafter, or (b) the principal of any Loan, any reimbursement obligation under any Letter of Credit that has been drawn, or any amount owing pursuant to Section 2.12 hereof shall not be paid in full when due and payable.",68,Label 68,"Here are the variations:

If (a) the interest on any Loan, any commitment or other fee, or any other Obligation not listed in subpart (b) hereof is not paid in full when due and payable or within three Business Days thereafter,","The original 'Label 68' clause typically specifies the conditions under which a borrower defaults, and the augmented text accurately captures this by detailing non-payment of certain financial obligations with a specified grace period.",YES,Accepted,2026-04-20T16:42:03.718104
8,"The Company hereby reserves the right to seek repayment or recovery of the Restricted Stock or the value received pursuant to such Award, as appropriate, notwithstanding any contrary provision of the Plan, pursuant to any recovery, recoupment, clawback and/or other forfeiture policy maintained by the Company from time to time. This Award is also subject to any applicable law or regulation or the standards of any stock exchange on which the Common Stock is then listed that provide for any such recovery, recoupment, clawback and/or forfeiture.",44,Label 44,"Here are three variations of the original text:

The Company shall reserve the right to seek repayment or recovery of the Restricted Stock or the value received pursuant to such Award, as appropriate, notwithstanding any provision of the Plan that may be contrary, in accordance with any recovery, recoupment, clawback, and/or other forfeiture policy maintained by the Company from time to time. This Award is also subject to any applicable law or regulation or the standards of any stock exchange on which the Common Stock is then listed that provide for any such recovery, recoupment, clawback, and/or forfeiture.

The Company reserves the right to reclaim the Restricted Stock or the value received in connection with such Award, as deemed necessary, in light of any Plan provision that may be inconsistent, in compliance with any recovery, recoupment, clawback, and/or other forfeiture policy that the Company may establish from time to time. This Award is also subject to any relevant law or regulation or the listing standards of any stock exchange on which the Common Stock is traded, which may mandate any such recovery, recoupment, clawback, and/or forfeiture.

The Company shall have the right to seek reimbursement of the Restricted Stock or the value received in relation to such Award, as circumstances dictate, notwithstanding any Plan provision that may be inconsistent, in accordance with any recovery, recoupment, clawback, and/or other forfeiture policy that the Company may adopt from time to time. This Award is also subject to any applicable law or regulation or the listing standards of any stock exchange on which the Common Stock is listed, which may impose any such recovery, recoupment, clawback, and/or forfeiture.","The augmented texts maintain the core legal intent of the original 'Label 44' clause, which pertains to the Company's right to reclaim or recover Restricted Stock or its value under certain conditions, while also being subject to applicable laws, regulations, and policies.",YES,Accepted,2026-04-20T15:38:39.361658
28,"If any provision of this Note is invalid, illegal or unenforceable, the balance of this Note shall remain in effect, and if any provision is inapplicable to any person or circumstance, it shall nevertheless remain applicable to all other persons and circumstances. If it shall be found that any interest or other amount deemed interest due hereunder violates applicable laws governing usury, the applicable rate of interest due hereunder shall automatically be lowered to equal the maximum permitted rate of interest. The Company covenants (to the extent that it may lawfully do so) that it shall not at any time insist upon, plead, or in any manner whatsoever claim or take the benefit or advantage of, any stay, extension or usury law or other law which would prohibit or forgive the Company from paying all or any portion of the principal of or interest on this Note as contemplated herein, wherever enacted, now or at any time hereafter in force, or which may affect the covenants or the performance of this indenture, and due Company (to the extent it may lawfully do so) hereby expressly waives all benefits or advantage of any such law, and covenants that it will not, by resort to any such law, binder, delay or impeded the execution of any power herein granted to the Holder, but will suffer and permit the execution of every such as though no such law has been enacted.",79,Label 79,"':

If any provision of this Note is invalid, illegal, or unenforceable, the balance of this Note shall remain in effect, and if any provision is inapplicable to any person or circumstance, it shall nevertheless remain applicable to all other persons and circumstances. If it is found that any interest or other amount deemed interest due hereunder violates applicable laws governing usury, the applicable rate of interest due hereunder shall automatically be lowered to equal the maximum permitted rate of interest. The Company covenants (to the extent that it may lawfully do so) that it shall not at any time insist upon, plead, or in any manner whatsoever claim or take the benefit or advantage of, any stay, extension or usury law or other law which would prohibit or forgive the Company from paying all or any portion of the principal of or interest on this Note as contemplated herein, wherever enacted, now or at any time hereafter in force, or which may affect the covenants or the performance of this indenture, and due Company (to the extent it may lawfully do so) hereby expressly waives all benefits or advantage of any such law, and covenants that it will not, by resort to any such law, bind, delay, or impede the execution of any power herein granted to the Holder, but will suffer and permit the execution of every such power as though no such law has been enacted.","The augmented text maintains the core legal intent of the original Label 79 clause, including provisions for the validity of the agreement, applicability to different circumstances, and the handling of usury laws. The language is formal and free of conversational elements.",YES,Accepted,2026-04-20T16:45:41.190552
35,"All references to the Collateral shall include without limitation the Collateral as described in the Collateral Documents, as amended by this Agreement. All Obligations of the Credit Parties under the Credit Documents, shall be secured by and be entitled to the benefits of, the Collateral and shall remain in all respects subject to the liens, charges and encumbrances of, the Security Documents, and nothing herein contained, and nothing done pursuant hereto or in connection herewith shall affect or be construed to affect the liens, charges or encumbrances or conveyances effected thereby or the priority thereof or to release or affect the liability of any party or parties whomsoever may now, or hereafter be, liable on account of the Obligations. Each Credit Party does hereby grant, transfer, assign and grant a security interest in and to Collateral Agent in all of the Collateral in order to secure the Obligations.",57,Label 57,"The references to the Collateral shall include without limitation the Collateral as described in the Collateral Documents, as amended by this Agreement. All Obligations of the Credit Parties under the Credit Documents shall be secured by the Collateral and shall remain subject to the liens, charges, and encumbrances of the Security Documents. Nothing contained herein or done in connection with this Agreement shall affect or be construed to affect the liens, charges, or encumbrances or conveyances effected thereby, or the priority thereof, or release or affect the liability of any party or parties whomsoever may now, or hereafter be, liable on account of the Obligations. Each Credit Party grants, transfers, assigns, and grants a security interest in the Collateral Agent in the Collateral in order to secure the Obligations.","The augmented text maintains the key elements of the original 'Label 57' clause, including the scope of collateral, security interests, and the effect on existing liens and encumbrances.",YES,Accepted,2026-04-20T17:10:21.994082
6,"The Lender shall have received evidence that all members, boards of directors, governmental, shareholder and material third party consents and approvals necessary in connection with the entering into of this Agreement have been obtained.",22,Label 22,"The Lender shall have received evidence that all members, boards of directors, governmental, shareholder, and material third-party consents and approvals necessary in connection with the entering into of this Agreement have been obtained","The original 'Label 22' clause likely requires specific consents and approvals from various parties. The augmented text captures these requirements but omits ""Label 22"" and slightly rephrases the requirement for clarity and professionalism.",YES,Accepted,2026-04-20T15:31:31.635062
10,"Each Loan Party shall not, nor shall it permit any of its Subsidiaries to, directly or indirectly, use the proceeds of any Loan, whether directly or indirectly, and whether immediately, incidentally or ultimately, to purchase or carry margin stock (within the meaning of Regulation U of the FRB) or to extend credit to others for the purpose of purchasing or carrying margin stock or to refund indebtedness originally incurred for such purpose.",92,Label 92,"The Loan Party shall refrain from using the proceeds of any Loan to purchase or carry margin stock, directly or indirectly, or to extend credit to others for such purposes.","The original 'Label 92' clause likely restricts the use of loan proceeds for certain investments or activities, and the augmented text accurately reflects this by prohibiting the use of proceeds for purchasing or carrying margin stock or extending credit for those purposes.",YES,Accepted,2026-04-20T15:45:20.598134
25,"The Borrower will not, and will not permit any of its Subsidiaries to, enter into any arrangement, directly or indirectly, whereby it shall sell or transfer any property, real or personal, used or useful in its business, whether now owned or hereinafter acquired, and thereafter rent or lease such property or other property that it intends to use for substantially the same purpose or purposes as the property sold or transferred (each, a “ Sale/Leaseback Transaction ”), unless at the time such Sale/Leaseback Transaction is entered into (a) no Default or Event of Default has occurred and is continuing, (b) after giving pro forma effect to such Sale/Leaseback Transaction, the Borrower and its Subsidiaries are in compliance with the financial covenants set forth in Article VI and (c) the Borrower has delivered a certificate to the Lenders certifying the conditions set forth in clauses (a) and (b) and setting forth in reasonable detail calculations demonstrating pro forma compliance with the financial covenants set forth in Article VI .",77,Label 77,"':

The Borrower shall not permit its Subsidiaries to engage in any arrangement, direct or indirect, for the sale or transfer of its business assets, whether tangible or intangible, nor shall it rent or lease property used for substantially the same purposes as those sold or transferred, unless at the time of such transaction, no Default or Event of Default has occurred and is continuing, the Borrower and its Subsidiaries are in compliance with the financial covenants set forth in Article VI, and the Borrower has delivered a certificate to the Lenders verifying these conditions and providing pro forma calculations demonstrating compliance with the covenants.","The augmented text maintains the core prohibitions and conditions of the original Label 77 clause, including restrictions on sales or transfers, compliance with financial covenants, and the requirement for verification through a certificate and pro forma calculations.",YES,Accepted,2026-04-20T16:35:42.700576
38,"Any determination by the Committee in connection with any question or issue arising under the Notice, the Plan or this Award Agreement shall be final, conclusive and binding on the Participant, the Company and all other persons. Any question or dispute regarding the interpretation of this Award Agreement or the receipt of the RSUs hereunder shall be submitted by the Participant to the Committee. The resolution of such a dispute by the Committee shall be final and binding on all parties.",55,Label 55,"':

Any determination by the Committee in connection with any question or issue arising under the Notice, the Plan or this Award Agreement shall be final, conclusive, and binding on the Participant, the Company, and all other persons","The original 'Label 55' clause likely pertains to the finality and binding nature of decisions made by a committee regarding certain matters. The augmented text accurately captures this intent by stating that the Committee's determinations are final, conclusive, and binding.",YES,Accepted,2026-04-20T17:21:14.567736
39,"This instrument, together with the Non-Compete and Solicitation Agreement, contains the entire agreement of the parties hereto with respect to the subject matter hereof and supersedes all prior agreements or understandings between the parties hereto relating to the subject matter hereof. This Agreement may not be changed orally but only by an agreement in writing signed by the Employee and the Employers. Employee acknowledges that each of the Employers is subject to supervision and regulation by bank regulatory agencies. If, at the time any payment would otherwise be made to Employee under this Agreement, such payment is prohibited or limited by any applicable statute or regulation, including, without limitation, the Federal Deposit Insurance Act and 12 C.F.R. Part 359 (Golden Parachute and Indemnification Payments), or by order of any such bank regulatory agency, the amount of such payment shall be reduced to the largest amount, if any, that may be paid at such time consistently with such statute, regulation, or order. Employee agrees that compliance with any such statute, regulation, or order, including any resulting reduction or elimination of any payment specified under this Agreement, shall not constitute a breach of this Agreement by the Employers.",38,Label 38,"':

This instrument, together with the Non-Compete and Solicitation Agreement, constitutes the comprehensive understanding of the parties with respect to the subject matter and supersedes all prior agreements or understandings between the parties relating to the subject matter. This Agreement may not be modified orally but only through a written agreement signed by the Employee and the Employers. The Employee recognizes that each of the Employers is subject to oversight and regulation by bank regulatory agencies. If, at the time any payment would otherwise be made to the Employee under this Agreement, such payment is prohibited or limited by any applicable statute or regulation, including, without limitation, the Federal Deposit Insurance Act and 12 C.F.R. Part 359 (Golden Parachute and Indemnification Payments), or by order of any such bank regulatory agency, the amount of such payment shall be reduced to the greatest extent possible, if any, that may be paid at such time consistently with such statute, regulation, or order. The Employee agrees that compliance with any such statute, regulation, or order, including any resulting reduction or elimination of any payment specified under this Agreement, shall not constitute a breach of this Agreement by the Employers.","The augmented text maintains the core elements of the original Label 38 clause, including the superseding nature of the agreement, the requirement for written modifications, the recognition of regulatory constraints, and the provision for adjustments in payments due to regulatory limitations.",YES,Accepted,2026-04-20T17:25:00.835276
