text,label
What is the Milky Way ?,2
Which gender has bigger thighs ?,1
How long was the longest hiccup attack ?,5
How do I tie a tie ?,2
What does HIV stand for ?,0
What is the habitat of the chickadee ?,4
"What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?",1
What are tannins ?,2
When did CNN begin broadcasting ?,5
What is the most common name ?,3
Who played Humpty Dumpty in Alice in Wonderland?,3
Which person played Humpty Dumpty in the 1933 film?,3
Who was the actor for Humpty Dumpty in the 1933 Alice in Wonderland movie?,3
What is the entity in Spielbergs film Jaws?,1
What is the thing in Spielbergs movie Jaws?,1
What is the object in the movie Jaws directed by Spielberg?,1
What does LP stand for?,0
Whats the abbreviation for limited partnership mean?,0
What does L.P. stand for?,0
What is the dot on the letter i called?,2
How to explain the dot on the letter i?,2
What is the meaning of the dot on the letter i?,2
How fast does the Mississippi River flow?,5
What is the speed of the Mississippi River in miles per hour?,5
How many miles per hour does the Mississippi River move?,5
Who is the heroine in Scruples?,3
Which person is the heroine in Scruples?,3
Who is the main female character in the novel Scruples?,3
What is homeschooling?,2
How does homeschooling work?,2
What are the advantages of homeschooling?,2
What is a water funnel used for?,2
How does a water funnel work?,2
What is the purpose of a water funnel?,2
What object is a wood-pusher in a board game?,1
What thing plays poorly with a wood-pusher in a game?,1
What is a wood-pusher in a board game?,1
Which are the busiest ports in the world?,4
Where are the top 5 busiest ports located?,4
Which places are the busiest container ports globally?,4
What is the most commonly used one-letter word?,1
What is the most common one-letter entity in the English language?,1
What is the most used one-letter object in the English language?,1
What object is the focus of the Marx Brothers movie?,1
What thing is stolen in a Marx Brothers movie?,1
What is the central entity in the Marx Brothers film?,1
What is a low island?,2
How to define a low island?,2
What does low island mean?,2
What is the purpose of sterilizing the needle for lethal injection?,2
How does sterilizing the needle for lethal injection work?,2
What is the description of the process of sterilizing the needle for lethal injection?,2
What is Occams Razor definition?,2
How to define Occams Razor?,2
What does Occams Razor mean?,2
When was the invasion of Kuwait by Iraq?,5
How many days did the invasion of Kuwait last?,5
What is the exact date of the Iraq-Kuwait conflict?,5
What temperature should the oven be set for Peachy Oat Muffins?,5
How many degrees should the oven be preheated for Peachy Oat Muffins?,5
How much heat is required for baking Peachy Oat Muffins in the oven?,5
Where is the home of the Rockettes?,4
Which place is the Rockettes home?,4
Where does the Rockettes perform?,4
Who played Prewitt in From Here to Eternity?,3
Which actor played Prewitt in From Here to Eternity?,3
Who is the actor that played Prewitt in From Here to Eternity?,3
When did the battle of the Somme take place?,5
How many days did the battle of the Somme last?,5
What is the date of the battle of the Somme?,5
How many feet is a fathom?,5
What is the length of a fathom?,5
How much is a fathom equal to?,5
When was the Brandenburg Gate built?,5
How many years ago was the Brandenburg Gate built?,5
In what year was the Brandenburg Gate constructed in Berlin?,5
What is a dangling participle in grammar?,2
How to define a dangling participle in English?,2
What does a dangling participle mean in writing?,2
Who is Rona Barretts spouse?,3
Which person is Rona Barrett married to?,3
Who did Rona Barrett marry?,3
What is Edward Albees first full-length play?,1
What object is Edward Albees first full-length play?,1
What thing is Edward Albees first full-length play?,1
What is the description of being truly in love?,2
How to know someone is truly in love with me?,2
What is the explanation of someone being truly in love?,2
What book does the character Holden Caulfield appear in?,1
What is the book featuring Holden Caulfield as the main character?,1
What novel does Holden Caulfield object appear in?,1
What does ABBR T.S. stand for?,0
What does the abbreviation T.S. mean?,0
What does T.S. stand for in full?,0
Where is the Brenner Pass located?,4
Which countries share the border at the Brenner Pass?,4
Where are the borders of Austria and Italy connected?,4
Who is the most common nickname of U.S. college football teams?,3
Which person is most commonly referred to as a U.S. college football team nickname?,3
Who has the most popular nickname among U.S. college football teams?,3
What is the cause of Bob Marleys death?,2
How did Bob Marley pass away?,2
What is the description of Bob Marleys final days?,2
Which state is nicknamed The Silver State in the southwestern United States?,4
Where is the state known as The Silver State located?,4
What is the name of the southwestern state called The Silver State?,4
Where is the largest museum in the world located?,4
Which place is home to the largest museum in the world?,4
Where can I find the largest museum in the world?,4
What is making love defined?,2
How to define making love?,2
What does making love mean?,2
How many head injuries occur annually in recreational ice skating?,5
Whats the average number of head injuries in recreational ice skating per year?,5
How many head injuries happen in recreational ice skating each year on average?,5
When was the ATM first introduced?,5
How many years ago was the ATM first introduced?,5
What year did the first ATM get introduced?,5
What is the first video ever made?,1
What object is considered the first video ever made?,1
What thing is the earliest video ever created?,1
Who won the F1 world championship in 1978?,3
Which person won the F1 world championship in 1978?,3
Who was the champion in the 1978 F1 season?,3
How much do tuberculosis drugs cost?,5
What is the price of tuberculosis medication?,5
How much is tuberculosis treatment priced?,5
What objects are birds descendents of?,1
What things did birds evolve from?,1
What entities are birds a part of?,1
