text,label
What is the Milky Way ?,2
Which gender has bigger thighs ?,1
How long was the longest hiccup attack ?,5
How do I tie a tie ?,2
What does HIV stand for ?,0
What is the habitat of the chickadee ?,4
"What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?",1
What are tannins ?,2
When did CNN begin broadcasting ?,5
What is the most common name ?,3
Who played Humpty Dumpty in Alice in Wonderland?,3
Which person played Humpty Dumpty in the 1933 film?,3
Who was the actor for Humpty Dumpty in the 1933 Alice in Wonderland movie?,3
What is the entity in Spielbergs film Jaws?,1
What is the thing in Spielbergs movie Jaws?,1
What is the object in the movie Jaws directed by Spielberg?,1
What does LP stand for?,0
Whats the abbreviation for limited partnership mean?,0
What does L.P. stand for?,0
What is the dot on the letter i called?,2
How to explain the dot on the letter i?,2
What is the meaning of the dot on the letter i?,2
How fast does the Mississippi River flow?,5
What is the speed of the Mississippi River in miles per hour?,5
How many miles per hour does the Mississippi River move?,5
Who is the heroine in Scruples?,3
Which person is the heroine in Scruples?,3
Who is the main female character in the novel Scruples?,3
What is homeschooling?,2
How does homeschooling work?,2
What are the advantages of homeschooling?,2
What is a water funnel used for?,2
How does a water funnel work?,2
What is the purpose of a water funnel?,2
What object is a wood-pusher in a board game?,1
What thing plays poorly with a wood-pusher in a game?,1
What is a wood-pusher in a board game?,1
Which are the busiest ports in the world?,4
Where are the top 5 busiest ports located?,4
Which places are the busiest container ports globally?,4
What is the most commonly used one-letter word?,1
What is the most common one-letter entity in the English language?,1
What is the most used one-letter object in the English language?,1
What object is the focus of the Marx Brothers movie?,1
What thing is stolen in a Marx Brothers movie?,1
What is the central entity in the Marx Brothers film?,1
What is a low island?,2
How to define a low island?,2
What does low island mean?,2
What is the purpose of sterilizing the needle for lethal injection?,2
How does sterilizing the needle for lethal injection work?,2
What is the description of the process of sterilizing the needle for lethal injection?,2
What is Occams Razor definition?,2
How to define Occams Razor?,2
What does Occams Razor mean?,2
When was the invasion of Kuwait by Iraq?,5
How many days did the invasion of Kuwait last?,5
What is the exact date of the Iraq-Kuwait conflict?,5
What temperature should the oven be set for Peachy Oat Muffins?,5
How many degrees should the oven be preheated for Peachy Oat Muffins?,5
How much heat is required for baking Peachy Oat Muffins in the oven?,5
Where is the home of the Rockettes?,4
Which place is the Rockettes home?,4
Where does the Rockettes perform?,4
Who played Prewitt in From Here to Eternity?,3
Which actor played Prewitt in From Here to Eternity?,3
Who is the actor that played Prewitt in From Here to Eternity?,3
When did the battle of the Somme take place?,5
How many days did the battle of the Somme last?,5
What is the date of the battle of the Somme?,5
How many feet is a fathom?,5
What is the length of a fathom?,5
How much is a fathom equal to?,5
When was the Brandenburg Gate built?,5
How many years ago was the Brandenburg Gate built?,5
In what year was the Brandenburg Gate constructed in Berlin?,5
What is a dangling participle in grammar?,2
How to define a dangling participle in English?,2
What does a dangling participle mean in writing?,2
Who is Rona Barretts spouse?,3
Which person is Rona Barrett married to?,3
Who did Rona Barrett marry?,3
What is Edward Albees first full-length play?,1
What object is Edward Albees first full-length play?,1
What thing is Edward Albees first full-length play?,1
What is the description of being truly in love?,2
How to know someone is truly in love with me?,2
What is the explanation of someone being truly in love?,2
What book does the character Holden Caulfield appear in?,1
What is the book featuring Holden Caulfield as the main character?,1
What novel does Holden Caulfield object appear in?,1
What does ABBR T.S. stand for?,0
What does the abbreviation T.S. mean?,0
What does T.S. stand for in full?,0
Where is the Brenner Pass located?,4
Which countries share the border at the Brenner Pass?,4
Where are the borders of Austria and Italy connected?,4
Who is the most common nickname of U.S. college football teams?,3
Which person is most commonly referred to as a U.S. college football team nickname?,3
Who has the most popular nickname among U.S. college football teams?,3
What is the cause of Bob Marleys death?,2
How did Bob Marley pass away?,2
What is the description of Bob Marleys final days?,2
Which state is nicknamed The Silver State in the southwestern United States?,4
Where is the state known as The Silver State located?,4
What is the name of the southwestern state called The Silver State?,4
Where is the largest museum in the world located?,4
Which place is home to the largest museum in the world?,4
Where can I find the largest museum in the world?,4
What is making love defined?,2
How to define making love?,2
What does making love mean?,2
How many head injuries occur annually in recreational ice skating?,5
Whats the average number of head injuries in recreational ice skating per year?,5
How many head injuries happen in recreational ice skating each year on average?,5
When was the ATM first introduced?,5
How many years ago was the ATM first introduced?,5
What year did the first ATM get introduced?,5
What is the first video ever made?,1
What object is considered the first video ever made?,1
What thing is the earliest video ever created?,1
Who won the F1 world championship in 1978?,3
Which person won the F1 world championship in 1978?,3
Who was the champion in the 1978 F1 season?,3
How much do tuberculosis drugs cost?,5
What is the price of tuberculosis medication?,5
How much is tuberculosis treatment priced?,5
What objects are birds descendents of?,1
What things did birds evolve from?,1
What entities are birds a part of?,1
Who is the most popular person with the last name?,3
Which person has the most popular last name?,3
Who has the most common last name?,3
When was Richard Nixons birthday?,5
How many years ago was Richard Nixon born?,5
What is the birthdate of Richard Nixon?,5
What thing is the 1927 silent film that revived in 1981?,1
What silent film from 1927 got revived in 1981 as an entity?,1
What object is the 1927 silent film that had an international revival in 1981?,1
What vegetable is the main ingredient in vichyssoise?,1
Whats the object used in traditional vichyssoise recipes?,1
What thing is typically used to make vichyssoise creamy?,1
What is the Michelangelo sculpture in Saint Peters Cathedral?,1
What thing is Michelangelos sculpture in Saint Peters Basilica?,1
What object is Michelangelos famous sculpture in Saint Peters location?,1
Who is the richest person in the world?,3
Who are the top 5 richest people?,3
Who is the richest person in the world right now?,3
What object is Fray Bentos synonymous with?,1
What thing is Fray Bentos often associated with?,1
What entity is Fray Bentos commonly linked to?,1
What is a geoscientist?,2
How do you define a geoscientist?,2
What is the description of a geoscientist?,2
Where are the Union Stockyards located?,4
Which place is known as the Union Stockyards?,4
Where is the historic Union Stockyards located?,4
What thing does the ficus produce?,1
What object grows on a ficus tree?,1
What thing does ficus plant bear?,1
What is hair curl?,2
How does hair curling work?,2
What is the explanation for hair curl?,2
Who is the non-conformist abstract painter dubbed Jack The Dripper by Time?,3
Which artist was Time magazines Jack The Dripper?,3
"Who is Jack The Dripper, the painter described by Time magazine?",3
Who wrote the poem I do not know much about gods?,3
Which poet wrote I do not know much about gods?,3
Who wrote the poem that starts with I do not know much about gods?,3
Where can I buy movies on videotape?,4
Which place sells movies on videotape online?,4
Where to buy old movies on videotape online?,4
How many years was Sir Edmund Hillary when he climbed Mt. Everest?,5
When did Sir Edmund Hillary climb Mt. Everest for the first time?,5
How much time did it take Sir Edmund Hillary to climb Mt. Everest?,5
How many casualties were reported on D-Day?,5
How many people were killed on the beaches of Normandy?,5
What is the estimated number of fatalities on D-Day?,5
What operating system runs on IBM-compatible machines?,1
Whats the operating system for IBM-compatible computers?,1
What object is used to run IBM-compatible PCs?,1
Which place is Santa Lucia?,4
Where is the location of Santa Lucia?,4
What is the location of Santa Lucia?,4
Where is corpus callosum located in the brain?,4
Which part of the brain does corpus callosum belong to?,4
Where can I find corpus callosum in the human body?,4
What is tyvek used for?,2
What does tyvek mean?,2
How to use tyvek fabric?,2
Who is buried in Washington D.C.?,3
Which U.S. President is buried?,3
Who is buried in the U.S. capital?,3
How many years ago was actress Joan Collins born?,5
When was Joan Collins born?,5
How much older is Joan Collins compared to 2023?,5
Who is the person behind the video titled Shape Up with Arnold?,3
Which person created the video Shape Up with Arnold?,3
Who is the host of the video Shape Up with Arnold?,3
What ocean liner thing burned and sank in Hong Kong?,1
What thing is the ocean liner that burned and sank in Hong Kong?,1
What ocean liner object sank in Hong Kong harbor?,1
What is the secret to getting good grades in school?,2
How do I achieve good grades in school?,2
What is the formula for getting good grades in school?,2
Which city has the longest subway system in the world?,4
Where is the worlds longest subway system located?,4
What is the city with the longest subway system globally?,4
What objects are chasing Tweety Pie in his first cartoon appearance?,1
What things pursued Tweety Pie in his debut cartoon?,1
What entity is after Tweety Pie in his initial cartoon appearance?,1
Who seized the largest cocaine shipment in Ventura Countys history?,3
Which person seized the largest cocaine shipment in Ventura Countys history?,3
Who is the Ventura County police department that seized the largest cocaine shipment?,3
Who is the police officer in Top Cats neighborhood?,3
Which police officer kept order in Top Cats neighborhood?,3
Who is the cop in Top Cats neighborhood?,3
What object did Joseph Priestley name for erasing pencil marks?,1
What thing did Joseph Priestley discover to erase pencil marks?,1
What thing did Joseph Priestley name to remove pencil marks?,1
How much is 8 pounds in American dollars?,5
Whats the exchange rate for 8 pounds to US dollars?,5
How many US dollars is 8 pounds equivalent to?,5
What is Sergeant Preston of the Yukons lead dog?,1
What object is Sergeant Preston of the Yukons lead dog?,1
What thing is Sergeant Preston of the Yukons lead dog?,1
What is the significance of black as a color of mourning in Western culture?,2
How is black typically associated with mourning in Western societies?,2
What does the color black mean in the context of mourning in Western traditions?,2
What ship did Lloyd M. Bucher command?,1
What object did Lloyd M. Bucher command?,1
What thing did Lloyd M. Bucher command?,1
What city is the Orange Bowl located in?,4
Where is the Orange Bowl located?,4
Which city hosts the Orange Bowl?,4
Who co-founded the City Lights Bookshop in San Francisco?,3
Which famous poet co-founded the City Lights Bookshop?,3
Who is the co-founder of the City Lights Bookshop?,3
What is a pig in a poke?,2
What does a pig in a poke mean?,2
How to describe a pig in a poke?,2
Which Texas city got its name from the Spanish word for yellow?,4
Where in Texas did the Spanish word for yellow inspire the citys name?,4
What Texas city is named after the Spanish word for yellow?,4
Which famous novelist worked for the post office?,3
Who was the Victorian novelist with a postal job?,3
Which person is known for writing and postal work?,3
What is the description of organ transplant success rates today?,2
How is organ transplant success defined today compared to before?,2
What is the explanation for improved organ transplant outcomes recently?,2
What day of the week was Christmas in 1990?,5
How many days before Christmas 1990 fell on a weekend?,5
When did Christmas in 1990 occur?,5
Which art gallery is located in New York?,4
Where can I find an art gallery in New York?,4
Whats a famous art gallery in New York City?,4
What entity does Madonna advertise for?,1
What object is Madonna known for promoting?,1
What thing does Madonna endorse?,1
In which chapter does Rhett Butler leave Scarlett OHara in Gone with the Wind?,5
How many chapters until Rhett Butler leaves Scarlett OHara in Gone with the Wind?,5
What is the chapter number when Rhett Butler departs from Scarlett OHara in Gone with the Wind?,5
How many chapters in Gone with the Wind does Rhett Butler leave Scarlett OHara?,5
When does Rhett Butler leave Scarlett OHara in Gone with the Wind?,5
How much of Gone with the Wind does Rhett Butlers departure take up?,5
What object did Dan Aykroyd and John Belushi quit for?,1
What thing did they leave Saturday Night Live to pursue?,1
What did they quit SNL to become in the entertainment industry?,1
When did CNNs first broadcast take place?,5
What date is CNNs first broadcast recorded?,5
How many years ago did CNNs first broadcast occur?,5
Where was the first co-educational college established?,4
Which state has the first co-educational college?,4
Where did the first co-educational college open?,4
How many soldiers died in World War II?,5
What is the total number of World War II casualties?,5
How many people died during World War II?,5
Who said I shall return during World War Two?,3
Which person uttered the phrase I shall return in World War Two?,3
Who made the famous statement I shall return during World War Two?,3
What is the reason for Shea and Gould closing their Los Angeles office?,2
How do you explain Shea and Goulds decision to close their LA office?,2
What led to Shea and Gould closing their office in Los Angeles?,2
Who is the owner of the fast food chain with the golden arches?,3
Which fast food chain is known for its golden arches?,3
Who founded the fast food chain with the recognizable golden arches?,3
What game does Garry Kasparov play?,1
What is Garry Kasparovs game?,1
What object does Garry Kasparov play?,1
What type of enty can be planted to keep deer away?,1
What objects are deer-resistant and suitable for planting?,1
What things can I plant that deer wont eat?,1
Where was the bloodiest Civil War battlefield?,4
Which place was the site of the Battle of Gettysburg?,4
Where did the Battle of Antietam take place?,4
What is the Barbary Wars and how did the U.S.A get involved?,2
How did the U.S.A become involved in the Barbary Wars?,2
What is the description of the Barbary Wars and the U.S.As involvement?,2
Who is the current U.S. Senate majority leader?,3
Which person is the Speaker of the House of Representatives?,3
Who is the leader of the U.S. House of Representatives?,3
Who was the first private citizen to fly in space?,3
Which person was the first private citizen to fly in space?,3
Who is the first private citizen to have flown in space?,3
How old is Maurizio Pellegrin?,5
What is Maurizio Pellegrins age?,5
How many years old is Maurizio Pellegrin?,5
"Which country did Rubens, Van Dyck, and Bruegel call home?",4
"Where did Rubens, Van Dyck, and Bruegel reside?",4
"Where are Rubens, Van Dyck, and Bruegel from?",4
What is Lawrence?,2
How is Lawrence described?,2
What does Lawrence mean?,2
What day is the national day of prayer held?,5
When is the national day of prayer celebrated?,5
How many people participate in the national day of prayer?,5
Who are the five people in line to become the president?,3
Which five individuals are next in line for the presidential seat?,3
Who are the five people in the presidential succession order?,3
How many Americans are still unaccounted for from the Vietnam war?,5
How many people are still missing from the Vietnam war?,5
How many Vietnam war missing persons are still unaccounted for?,5
Who is Randy Crafts lawyer?,3
Which lawyer represents Randy Craft?,3
Who does Randy Craft have as his lawyer?,3
Who was the first Russian astronaut to do a spacewalk?,3
Which Russian person was the first to go spacewalking?,3
Who performed the first Russian spacewalk?,3
How many goals has the highest scoring team scored in an NHL hockey game?,5
What is the maximum number of goals scored by a single team in an NHL game?,5
How much did the most goals scored by a team in an NHL game exceed the average?,5
What object is Aspartame also known as?,1
What thing is Aspartame commonly referred to as?,1
What entity is Aspartame also known as?,1
What is the entity that received royal assent as an emblem of Canada?,1
"What thing is the symbol of Canada since March 24, 1975?",1
"What object was designated as Canadas national emblem on March 24, 1975?",1
What is the Vietnam War?,2
How is the Vietnam War defined?,2
What is the explanation for the Vietnam War?,2
Who is Kathie Lee Gifford?,3
Which person endorses cruise lines?,3
Who advertises for a cruise line?,3
What movie features Kevin Costner as a Sioux Indian?,1
What object is Kevin Costner starring in about Sioux Indians?,1
What thing is a movie about Sioux Indians that stars Kevin Costner?,1
"What were Baffin, Frobisher, and Franklin searching for?",1
"What did Baffin, Frobisher, and Franklin find?",1
"What objects or things did Baffin, Frobisher, and Franklin seek?",1
Who is Michelangelo?,3
Which person is Michelangelo?,3
Who is Michelangelos full name?,3
Who is a well-known French fascist party leader?,3
Which French party is known for its fascist ideology?,3
Who founded the French fascist party Action Française?,3
Who is the tree growing company?,3
Which company grows trees?,3
Who is the company that grows trees?,3
Who was Marilyn Monroe?,3
Which person is Marilyn Monroe?,3
Who is Marilyn Monroes real name?,3
Who is William F. Cody also known as?,3
Which person is William F. Cody also known as?,3
Who is Cody to William F.?,3
Where is the largest country in South America?,4
Which place is the largest country in South America?,4
Where can I find the largest country in South America?,4
What is the only extant trilogy of classical Greek plays?,1
What are the three classical Greek plays that still exist today?,1
What trilogy of ancient Greek plays has survived the centuries?,1
