GEN | [topping_up_by_card] | Orig: I don't see me 'top up' in my wallet -> Aug: I'm unable to locate my card top-up transaction in my digital wallet.
GEN | [country_support] | Orig: Can I use this all over the world? -> Aug: Can I access this service globally or internationally?
GEN | [reverted_card_payment?] | Orig: Hey a seller just contacted me that my money didn't come through. It was definitely deducted from my account, but now it appears it's back with me! Sort this out asap please. -> Aug: Hey, I've been informed by a seller that the payment I made hasn't gone through, even though it was deducted from my account. However, it seems the funds have been reversed and are now back in my account. Can you look into this ASAP and resolve the issue?
GEN | [topping_up_by_card] | Orig: Why is my 'top up' not showing up in my wallet? -> Aug: Why isn't my card-based top-up reflected in my account balance?
GEN | [cash_withdrawal_not_recognised] | Orig: I AM MISSING CASH FROM MY BANK ACCOUNT ACCORDING TO MY APP -> Aug: I'M UNABLE TO FIND THE CASH WITHDRAWAL FROM MY BANK ACCOUNT AS SHOWN IN MY APP.
GEN | [cash_withdrawal_not_recognised] | Orig: There is money missing from my account. -> Aug: I'm missing a withdrawal from my account.
GEN | [transfer_timing] | Orig: How fast are transfers from Europe? -> Aug: What is the typical processing speed for international transfers from Europe?
GEN | [card_acceptance] | Orig: Are there businesses that don't accept this card? -> Aug: Can you tell me if there are any merchants that don't accept this particular card?
GEN | [supported_cards_and_currencies] | Orig: How can I top up my account and which currency can I use? -> Aug: What methods are available for adding funds to my account, and what currencies are accepted for transactions?
GEN | [top_up_reverted] | Orig: How come I can't put money in my top up account? -> Aug: Why am I unable to add funds to my top-up account?
GEN | [extra_charge_on_statement] | Orig: What am I being charged an extra pound when I haven't bought something worth that much? -> Aug: I'm not sure why I'm being charged an additional amount on my statement when I didn't make a purchase that warrants such a charge.
GEN | [apple_pay_or_google_pay] | Orig: Can I deposit money using Apple Pay? -> Aug: Can I make a payment using Google Pay instead?
GEN | [topping_up_by_card] | Orig: I don't see my top up in my wallet. -> Aug: I'm unable to locate the recent card top-up in my digital wallet.
GEN | [exchange_via_app] | Orig: Can I use this app for both USD and GBP? -> Aug: Can I make exchanges through this app for both US dollars and British pounds?
GEN | [fiat_currency_support] | Orig: Is my country's currency supported by your system? -> Aug: Does your bank support transactions in my local currency?
GEN | [fiat_currency_support] | Orig: Can I exchange my money for EUR? -> Aug: Can I convert my funds to euros?
GEN | [fiat_currency_support] | Orig: In the exchange and holding, what fiat is allowed? -> Aug: In what currencies can I exchange and hold my funds?
GEN | [card_swallowed] | Orig: A Bank ATM did not give my card back. What do I do now? -> Aug: A Bank ATM has retained my card. What should I do next?
GEN | [order_physical_card] | Orig: Do you ship your cards anywhere? -> Aug: Can you deliver your physical cards to any location?
GEN | [visa_or_mastercard] | Orig: Do I have to pick a creditcard brand? -> Aug: Must I choose between Visa or Mastercard?
GEN | [extra_charge_on_statement] | Orig: I have a strange transaction for £1 on my statement, what is that? -> Aug: I'm reviewing my statement and noticed an unusual charge of £1, could you please explain what it's for?
GEN | [visa_or_mastercard] | Orig: I anticipate getting a Visa card -> Aug: I'm expecting to receive a Mastercard
GEN | [transfer_into_account] | Orig: How can I link my bank to my top up account? -> Aug: How can I connect my bank account to my transfer account?
GEN | [pending_transfer] | Orig: How long would does it take for a seller to receive an EU transfer if I bought something from them and sent them the money immediately? -> Aug: How long does it typically take for a seller to receive a pending transfer after I initiate the payment immediately?
GEN | [transfer_into_account] | Orig: Whats the transfer process -> Aug: How do I initiate a transfer into an account?
GEN | [wrong_amount_of_cash_received] | Orig: I did not receive all of my cash back -> Aug: I was shortchanged on my cash withdrawal
GEN | [transfer_not_received_by_recipient] | Orig: I sent a payment but it isn't showing up in the app -> Aug: I made a transfer, but the recipient hasn't received it yet.
GEN | [pending_cash_withdrawal] | Orig: I didn't receive my money earlier and it says the transaction is still in progress. Can you fix it? -> Aug: I'm still waiting for my cash withdrawal to be processed, but it's stuck in pending. Can you help resolve the issue?
GEN | [top_up_failed] | Orig: How can correct Top up with the app to work correctly? -> Aug: Why is the top-up process not functioning properly when attempting to use the app?
GEN | [failed_transfer] | Orig: I've tried to send money to my friends and I keep getting rejected. Can you please tell me why, I don't understand. -> Aug: I've attempted to initiate a transfer to my friend's account, but it's been declined. Could you help me figure out what's going on?
GEN | [declined_card_payment] | Orig: Why does is payment not going through? Did my account get frozen or some other issue I don't know about. What can I do to fix this problem? -> Aug: Why is my payment being declined? Is there an issue with my account or a problem with the transaction that's causing it to be rejected? What steps can I take to resolve this issue and get my payment processed successfully?
GEN | [declined_cash_withdrawal] | Orig: I tried to withdraw some funds from my card, but was declined. How can I get my money? -> Aug: I attempted to make a cash withdrawal using my card, but it was unsuccessful. What are my options for retrieving my funds?
GEN | [activate_my_card] | Orig: How can i make my card active? -> Aug: What steps can I take to activate my card?
GEN | [visa_or_mastercard] | Orig: I need a Visa card -> Aug: I require a Mastercard
GEN | [age_limit] | Orig: Is there a certain age I need to be? -> Aug: Do you have a minimum age requirement I need to meet?
GEN | [transfer_fee_charged] | Orig: Someone that I had to send money to told me that they didn't receive the full amount I sent them - can you look into this? -> Aug: They informed me that they didn't receive the entire amount I transferred to them, and I'd appreciate it if you could investigate this issue.
GEN | [top_up_by_card_charge] | Orig: How much does it cost to us US cards? -> Aug: What is the charge for topping up using a US-issued card?
GEN | [pending_top_up] | Orig: My account is  new  why can I  not top up -> Aug: My recently opened account is not allowing me to make a top-up transaction.
GEN | [transfer_into_account] | Orig: How is my money transferred to the account -> Aug: What steps can I take to move my funds into the account?
GEN | [beneficiary_not_allowed] | Orig: A transfer was not allowed to an account. -> Aug: A transfer was prohibited for the recipient's account.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: I don't see me 'top up' in my wallet | Augmented: I'm unable to locate my card top-up transaction in my digital wallet.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: Both texts convey the same core issue of a failed cash withdrawal attempt and the user's need for further assistance. The wording is slightly different but does not change the intent. | Original: I tried to withdraw some funds from my card, but was declined. How can I get my money? | Augmented: I attempted to make a cash withdrawal using my card, but it was unsuccessful. What are my options for retrieving my funds?
VAL | [activate_my_card] | ACCEPT | Reason: ... | Original: How can i make my card active? | Augmented: What steps can I take to activate my card?
VAL | [visa_or_mastercard] | REVIEW | Reason: N/A | Original: I need a Visa card | Augmented: I require a Mastercard
VAL | [age_limit] | ACCEPT | Reason: ... | Original: Is there a certain age I need to be? | Augmented: Do you have a minimum age requirement I need to meet?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: Someone that I had to send money to told me that they didn't receive the full amount I sent them - can you look into this? | Augmented: They informed me that they didn't receive the entire amount I transferred to them, and I'd appreciate it if you could investigate this issue.
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: How much does it cost to us US cards? | Augmented: What is the charge for topping up using a US-issued card?
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: My account is  new  why can I  not top up | Augmented: My recently opened account is not allowing me to make a top-up transaction.
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: How is my money transferred to the account | Augmented: What steps can I take to move my funds into the account?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: A transfer was not allowed to an account. | Augmented: A transfer was prohibited for the recipient's account.
VAL_SUMMARY | ACCEPT: 38 | REVIEW: 2 | REJECT: 0 | UNKNOWN: 0 | Accept Rate: 0.9500
